x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0.4356,-0.0144,0.1552,-1.6021,0.416,-0.1889,0.3712,0.3251,0.6686,0.5812,-0.5712,-0.0149,-1.0336,1.1363,0.6706,0.5176,-0.2527,-0.0686,-0.1518,-0.0963
0.5526,0.0795,0.1833,-1.6723,0.4965,0.0027,0.7165,-0.0606,0.3657,0.6407,-0.7595,0.0108,-0.6444,1.3605,0.7258,0.1778,-0.2635,0.2086,-0.6485,0.0712
0.5366,-0.0757,-0.0108,-1.7228,0.7406,-0.3729,0.786,-0.3055,-0.3499,0.4333,-0.5048,0.2208,-0.6489,1.5419,0.7626,0.2223,-0.2864,-0.4767,-0.4103,-0.0077
0.3884,0.0937,-0.245,-1.5366,1.1506,-0.8279,0.9009,0.0618,0.0698,0.5396,-0.2389,-0.1553,-0.8389,1.7488,1.0979,0.4164,-0.4478,-0.2252,-0.415,0.004
0.7031,0.0334,-0.2836,-1.0927,0.7795,-1.2538,0.7652,-0.1925,-0.1163,0.5632,0.1112,-0.0883,-0.702,1.4873,1.1128,0.5674,-0.3182,-0.2706,-0.0375,0.0624
0.7533,0.0061,-0.3356,-1.0954,0.6987,-1.1397,1.0163,-0.1128,0.1233,0.2822,0.227,-0.0307,-1.0139,1.047,0.7928,0.4022,-0.4232,0.0244,0.5492,0.2975
1.1526,0.1311,-0.4873,-0.9172,0.2992,-0.6209,0.6741,-0.9243,-0.1519,-0.4162,0.7182,0.4594,-0.2631,0.8845,0.7796,0.2793,-0.816,-0.5084,0.9422,0.6991
0.668,-0.2369,-0.7661,-0.3159,-0.1351,-0.2257,0.2497,0.0934,0.2627,-0.2802,0.7307,0.2587,-0.6868,1.2789,0.616,0.1757,-1.2294,0.5467,0.8072,0.2561
0.0302,-0.1849,-0.5838,-0.4294,-0.4835,-0.1232,-0.3217,0.2573,-0.2607,-0.456,0.3141,0.1523,-0.7539,1.0713,0.2584,0.5125,-0.837,0.2819,1.2469,0.3606
-0.0913,-0.1825,-0.7851,-0.1744,-0.6404,0.0297,-0.7337,0.6511,0.4297,0.1603,-0.1501,0.0311,-0.8026,1.0501,0.3857,0.1349,-0.5726,0.6301,1.2041,0.0407
-0.1776,0.1649,-0.6788,-0.4746,-0.6655,0.4125,-0.782,0.7557,0.3555,-0.1373,-0.4043,0.0675,-0.7094,0.6747,0.421,0.3689,-0.3391,0.9598,0.7475,0.4626
-0.203,-0.0029,-0.4026,-0.9145,-0.961,0.3925,-0.848,0.3593,0.2492,-0.3466,-0.7534,0.06,-0.6028,0.5659,0.4895,0.3734,-0.069,0.8181,0.618,0.3465
0.084,-0.2309,-0.38,-0.9894,-0.4197,0.3887,-0.2936,0.6535,0.1974,-0.2502,-0.6608,-0.0743,-1.0111,0.5826,-0.0856,0.5736,0.2735,1.4068,0.2755,-0.1461
0.0087,-0.4639,-0.1699,-0.8413,-0.4627,0.1524,0.022,0.4738,0.3268,-0.0167,-0.6311,-0.1979,-0.6911,0.3958,0.5465,0.1196,-0.0046,0.7135,0.6319,-0.0692
0.1486,-0.0695,-0.118,-1.1949,-0.094,0.318,0.1523,0.5534,0.0548,0.247,-0.7408,-0.392,-0.4334,0.3579,0.4509,0.4664,-0.069,0.984,0.5645,0.2299
0.2567,-0.1273,0.0543,-0.7894,-0.3477,0.208,0.5672,-0.2825,0.0008,-0.2281,-0.2235,-0.1946,-0.5096,0.9033,0.1963,0.401,-0.1108,0.2058,0.8132,0.0452
0.2069,0.3122,-0.346,-0.7548,0.308,0.1073,0.7345,-0.3182,-0.4744,0.2275,0.5426,0.2475,-0.3016,0.8639,0.3825,0.6359,0.0434,0.0435,0.1785,0.3648
-0.0667,0.6732,-0.423,-0.3388,0.1303,-0.325,0.7404,-0.6386,0.1759,0.5171,0.5251,-0.1022,-0.8537,1.2166,0.5193,-0.4881,-0.7598,0.0408,0.5311,0.4754
0.1235,0.9089,-1.0261,-0.1359,0.5638,-0.431,0.7962,-1.1282,0.093,0.5268,1.464,0.2069,-0.3255,1.6193,0.9173,0.0817,-1.28,0.8032,0.3661,1.1888
0.4407,0.7954,-1.7109,0.8171,0.2845,-0.7767,1.1781,-0.7909,-0.1326,0.0027,1.5928,0.5481,-0.1819,1.9732,0.7706,0.5299,-1.8367,1.22,0.4014,0.8359
0.3828,0.3473,-1.8616,1.622,-0.7611,-1.1106,-0.3891,-0.4829,-0.1236,-0.373,2.0477,0.5172,0.3625,1.685,0.8229,0.592,-1.5495,1.2951,1.2766,0.7558
-0.1882,0.722,-1.8682,1.215,-1.282,-1.0274,-1.3137,0.4808,0.3087,-0.6455,1.3104,0.417,0.1027,1.1834,0.7065,0.4887,-1.3241,1.7947,2.174,0.7185
0.0207,0.517,-1.5341,1.0995,-1.5615,-0.1203,-1.0116,0.5423,0.5153,-0.6975,0.9145,0.2862,0.1652,0.8979,0.2626,0.5304,-0.9082,2.0872,1.8279,1.0843
0.3225,0.2199,-0.9553,0.741,-2.2488,0.4143,-0.983,0.3681,0.2922,-0.6862,0.8912,0.1578,-0.4537,0.5904,0.3562,0.6957,-1.0109,2.0434,2.0359,0.8682
-0.3786,-0.2301,-0.4514,0.6337,-2.5463,0.4555,-1.281,0.3573,-0.0487,-1.0026,0.3083,-0.3774,-0.2885,0.1867,-0.079,0.4426,-0.9454,1.6392,1.6203,0.5889
-0.4754,0.2981,-0.323,-0.146,-2.2397,0.5307,-1.6955,0.5504,-0.4584,-0.5788,-0.0421,-0.5026,-0.441,-0.3393,0.2302,0.3566,-0.5125,1.4572,2.1747,0.6654
-0.338,0.0883,-0.1097,-0.4595,-1.951,0.7405,-1.5027,-0.126,-0.3188,-0.4648,-0.1641,-0.552,-0.8019,-0.2461,0.1669,-0.4445,-0.3215,0.4703,1.7877,0.7118
-0.507,0.3307,-0.5016,-0.9284,-0.5386,0.7102,-0.2691,-0.2916,-0.1101,-0.17,-0.1355,-0.2144,-0.61,0.1645,0.2553,0.2869,-0.5936,1.0557,0.7893,0.7319
0.1896,0.1888,-0.4076,-0.575,-0.9086,0.18,0.0808,-0.6424,0.809,-0.2131,-0.5736,-0.6473,-0.5708,0.539,0.6042,0.1135,-0.9163,0.8582,1.1217,0.5669
-0.2007,0.4747,-0.6501,-0.9476,-0.4738,0.3807,-0.3189,-0.3857,0.4103,-0.6187,-0.4921,-0.4883,-0.5183,0.7082,0.3261,0.4075,0.09,1.3362,1.4119,0.5734
0.0896,-0.0148,-0.4795,-0.4496,-0.5812,0.4149,-0.2396,0.2634,-0.0395,-0.5671,-0.079,-0.4475,-1.0491,0.994,0.2435,0.0966,0.0265,1.5065,1.3027,0.6305
0.4812,0.0832,-0.366,-0.9334,-0.6279,0.2948,0.1365,0.146,-0.0971,-0.5593,0.3974,0.1141,-0.8186,0.4812,0.5252,-0.1987,-0.8399,0.544,0.8743,0.8877
-0.15,0.1329,-0.4085,-0.6484,-0.7878,0.0226,-0.5231,0.408,0.5336,-0.2461,-0.1919,-0.1958,-0.8182,1.1495,0.1046,-0.167,-0.5364,0.7494,0.5226,0.3282
-0.3822,0.4763,-0.3299,-0.8836,-0.4438,-0.1279,0.06,0.1678,0.2588,-0.2323,-0.3252,-0.4341,-0.2366,0.8045,0.7339,-0.1651,-0.7585,0.5566,0.2877,0.7291
0.0972,0.5254,-0.6027,-0.8848,-0.6707,-0.227,-0.7534,0.0741,-0.9288,-0.3423,0.4673,0.0002,-0.176,0.6631,0.7878,0.126,-0.4386,0.046,0.669,0.8678
-0.2072,0.4055,-0.7062,-0.5269,-1.2054,-0.5372,-0.9565,0.3163,0.5393,-0.0582,-0.4766,-0.9365,-0.7881,1.0781,1.0214,-0.5785,-0.8012,0.7571,0.7472,0.4592
0.4383,0.1081,-0.7737,-0.597,-1.1888,-0.331,-0.469,-0.1468,-0.2788,-0.2932,-0.2437,-0.4105,-1.0098,0.6918,0.9982,0.3797,-0.9165,0.68,1.4436,1.0648
0.5391,-0.0021,-0.7127,-1.1373,-1.5239,-0.2817,-0.2459,-0.3965,-0.2522,-0.2511,0.0267,-0.2505,-0.5776,0.6418,0.7058,0.1596,-0.9571,0.6288,0.9492,0.8315
-0.3809,0.0045,-0.5018,-1.0161,-1.4275,-0.0934,0.0457,-0.256,-0.2559,-0.3591,-0.7568,-0.8849,-0.5998,0.6815,0.3961,0.1421,-0.955,0.3752,1.0873,0.7897
-0.3602,0.3398,-0.6529,-0.774,-1.2503,0.0111,-0.2438,-0.3178,-0.6137,-0.4483,-0.0388,-0.7503,-0.4347,0.6795,0.3805,0.518,-0.4664,0.3129,1.4164,0.9346
-0.2654,0.4215,-0.2107,-0.6072,-1.4815,0.0655,-0.5531,0.3006,-0.2268,0.1168,-0.0683,-0.6334,-0.8404,-0.0018,0.3002,0.3035,-0.127,0.5459,1.5667,0.5663
-0.3175,0.6569,-0.3559,-0.0104,-1.1424,0.5856,-0.3106,0.0711,-0.2065,-0.0397,0.0374,-1.0977,-1.3126,0.008,0.215,-0.1919,-0.7266,0.6898,1.7148,0.8999
-0.4304,0.7653,-0.9155,0.2449,-1.038,1.0943,-0.5876,-0.0871,-0.413,-0.2272,0.2121,-0.907,-1.069,0.1536,0.1196,2.1518,-0.1397,1.0463,1.3784,0.471
-0.0358,0.6851,-0.4752,0.0388,-1.2994,0.7929,-0.4289,0.2774,-0.2995,-0.557,0.1563,-1.1378,-0.9938,0.0391,0.2389,0.6362,0.5133,1.0694,1.8569,0.3683
0.2164,0.434,-0.1148,0.021,-0.7795,1.1559,-0.0766,0.018,-0.5941,-0.3993,0.5711,-0.6199,-0.8096,-0.3839,0.0769,-0.2916,-0.2421,0.1884,2.1994,1.067
-0.0284,0.6171,-0.602,1.0942,-1.4075,1.2089,-0.3617,0.0976,-0.73,-0.2096,1.2213,-0.888,-1.0875,-0.0894,0.2612,0.3852,-1.1944,0.2153,2.5838,1.2008
-0.5841,0.7678,-1.1482,0.9351,-1.5129,1.1312,-1.096,0.4834,-0.1065,-0.1583,0.754,-1.3199,-1.3951,0.2737,-0.0175,-0.0758,-1.1176,1.1876,2.7395,0.6795
-0.2465,0.6833,-1.3155,0.7265,-1.4989,1.3593,-0.7223,0.2058,-1.1285,-0.0018,1.1026,-0.9275,-1.9997,0.2802,-0.1538,0.4369,-0.9632,0.9257,2.3921,1.46
-0.5278,0.7131,-1.0015,0.7107,-1.7793,1.1417,-0.8842,0.2815,-0.9477,0.3485,0.9312,-0.8132,-0.7399,0.5293,-0.1756,-0.3,-0.9046,0.3925,2.1253,1.3129
-0.4232,0.9276,-1.4702,1.7884,-1.9874,0.7723,-1.1404,-0.2673,-0.4272,0.4161,1.1006,-0.9208,-0.7115,0.5888,-0.136,-0.6184,-1.4259,0.8465,2.1565,1.2737
-0.6641,1.1604,-2.2593,1.9298,-1.893,0.6147,-1.4256,-0.5111,-0.1455,-0.226,1.0602,-0.9678,-0.4287,0.6522,-0.1043,-0.1111,-1.5039,1.5232,2.6278,1.4815
-0.4683,0.8971,-2.3873,2.0329,-2.7438,1.0912,-1.4325,0.0683,-0.0202,-0.4397,0.8303,-1.0049,-0.7451,0.6041,-0.2928,0.7156,-1.242,2.2374,2.8229,1.4012
-0.3722,0.5489,-1.7246,1.882,-3.2323,1.2041,-2.0834,0.372,-0.1964,-0.7621,1.0072,-1.1058,-0.6734,0.1867,-0.452,0.2674,-0.8707,2.1674,2.9853,1.2998
-0.4819,0.2581,-1.5065,0.8899,-2.9324,1.6194,-2.2632,0.6747,-0.3244,-0.218,0.4005,-1.0137,-0.659,0.1614,-0.8869,-0.159,-0.5589,1.9748,2.3255,1.109
-0.6514,0.6325,-1.0307,0.3411,-2.5206,1.6292,-1.8376,0.7929,-0.8237,-0.6487,0.2343,-0.8177,0.2511,0.4415,-0.5812,-0.0409,-0.3165,1.2697,1.8891,1.1444
-0.9529,0.4537,-1.0605,0.3454,-2.5568,1.4832,-2.049,0.9292,-0.1872,-0.1515,-0.3181,-0.7551,0.1016,0.4138,-0.1113,-0.1503,-0.2414,1.4715,1.6124,0.6047
-1.047,0.4702,-0.8243,-0.293,-1.8408,1.2384,-1.7886,0.4102,0.2782,-0.6718,-1.0259,-1.0433,-0.8599,0.3974,-0.3193,-0.0804,0.3547,1.4276,1.6244,0.3643
-0.1268,0.2293,-0.8149,-1.2044,-1.3148,1.3673,-0.9537,0.8209,-0.0743,-0.6272,-0.6593,-0.6895,-0.9411,-0.153,-0.1384,0.5707,0.5995,1.6469,0.8318,0.3184
0.3181,-0.0846,0.2618,-1.2767,-1.578,1.1004,-0.6524,0.4577,-0.2898,-0.2794,-0.5782,-0.7628,-0.7831,-0.2415,-0.0506,-0.4025,-0.0227,0.5739,0.4436,0.7445
0.2251,0.3622,-0.3504,-1.1835,-0.7056,0.5666,-0.0532,0.2805,-0.1431,-0.5399,-0.2319,-0.7029,-0.6491,0.1788,0.3823,0.0871,-0.1458,0.5424,0.3771,0.1411
0.7432,0.2579,-0.1617,-1.1505,-0.4871,0.5049,0.2355,0.6705,-0.127,-0.0327,-0.1487,-0.7146,-0.5536,0.4865,0.6203,0.1676,-0.6916,0.5867,0.7247,0.5427
0.8558,0.4238,0.175,-1.2642,-0.736,0.4898,0.1364,0.0218,-0.1054,0.0333,-0.0525,-0.8778,-0.4681,0.395,0.2067,0.1001,-0.7977,-0.0853,0.6697,0.5848
0.2798,0.3758,-0.2208,-1.0959,-0.9727,0.454,-0.0625,0.1562,-0.3055,-0.1881,-0.16,-0.6984,-1.0578,0.2102,0.3133,-0.1118,-0.7592,-0.2925,1.3615,0.6005
0.3438,0.5106,-1.0051,-0.9278,0.3713,0.6683,0.2357,0.0464,-0.6685,-0.0825,0.8115,-0.1086,-0.5555,0.569,0.4789,0.534,-0.5601,-0.0553,0.3904,0.6116
0.7421,0.4229,-0.9402,0.0612,-0.1379,0.1443,-0.0161,0.3706,-0.1244,0.1673,0.9962,-0.7734,-0.622,1.1427,0.8079,0.2895,-0.9923,0.1218,0.7355,0.4445
1.178,0.7166,-0.8958,0.1614,-0.8719,-0.0461,0.3049,0.0622,-0.3881,-0.2804,1.1699,-0.5677,-0.8999,0.6274,0.8424,0.5833,-1.9986,0.3657,0.8653,1.1899
0.5454,0.5018,-0.8389,0.436,-1.321,-0.0693,-0.2407,0.0816,-0.1212,-0.3539,0.9496,-0.8257,-0.4212,0.3748,0.6804,0.6692,-1.9914,0.5444,1.6191,0.9438
0.8502,0.7131,-1.4425,0.8546,-1.4336,0.28,-0.3186,0.0351,-0.3813,-0.7063,1.1317,-0.6919,-0.278,0.1653,0.407,0.9332,-1.7233,0.7263,1.8379,1.0349
0.2802,0.1085,-1.3958,0.8795,-1.7179,0.5686,-0.6738,0.1213,-0.3301,-0.4216,1.0052,-0.837,-0.071,0.2538,-0.1237,0.129,-1.6323,1.0603,1.8897,1.0038
-0.3716,0.4188,-1.5356,0.8143,-1.8151,0.7783,-1.2358,0.6031,-0.2986,-0.6508,0.7372,-0.4826,0.2306,0.5918,0.1184,0.4312,-1.3808,1.3684,1.7652,1.0241
0.0073,-0.3977,-1.3267,0.6995,-2.2905,0.5643,-1.5593,0.8714,-0.2116,-0.8763,0.5444,-0.9465,0.0462,0.6405,0.1737,0.7068,-1.2694,1.3601,1.7353,0.634
-0.1899,0.1279,-1.1477,0.0524,-2.3599,0.6577,-1.3755,0.5629,-0.3213,-0.8424,0.0117,-1.2116,-0.4305,-0.1074,-0.1062,0.3342,-0.9998,1.1697,1.2269,0.6625
-0.1104,-0.0676,-1.0372,0.0355,-2.1888,0.7747,-1.0829,0.9079,-0.4125,-0.9021,0.2582,-1.0925,-0.5189,0.3977,-0.52,0.1165,-0.3758,1.1984,0.6696,0.5981
-0.2868,-0.0011,-1.0194,-0.3228,-1.5302,0.3332,-0.7373,0.2945,-0.2769,-0.7476,0.2117,-0.8427,-1.0025,0.689,-0.3557,-0.1491,-0.5084,0.5513,0.6944,0.7553
-0.056,0.4636,-0.9896,-0.1511,-1.0325,0.2865,-0.655,0.8994,-0.328,-0.6373,0.5526,-0.5728,-0.1819,0.4527,0.4301,0.2407,-0.7942,0.3549,0.8542,0.6471
0.4602,0.6646,-0.6286,-0.53,-0.9995,0.371,-0.6679,0.517,-0.243,-0.6011,0.3812,-0.6734,-0.1671,0.411,0.4852,0.0106,-1.0114,0.2896,0.3,0.7139
0.5684,0.6861,-0.6925,-0.418,-1.1164,0.2763,-0.4568,0.289,0.2179,-0.3142,-0.0023,-0.6278,-0.1769,0.2543,0.6348,-0.444,-1.4066,0.1006,0.1825,0.7956
0.0972,0.5036,-1.077,-0.1694,-1.0979,0.1797,-0.0629,0.1968,0.207,-0.208,-0.1952,-0.561,0.5908,0.4547,1.0268,0.3386,-1.4204,0.9929,0.0217,0.5177
0.5955,-0.03,-0.5327,-0.238,-1.8812,-0.1696,-0.4069,-0.5669,0.0749,-0.8481,-0.1984,-1.0826,0.7071,0.1413,0.7929,0.4588,-1.3684,-0.4588,1.1322,0.3575
0.4789,0.6932,-0.8009,-0.9238,-1.6028,0.435,-0.4043,0.1905,0.0014,-0.2961,-0.1556,-1.0324,0.1534,0.1824,0.6815,0.4083,-0.6343,0.3737,0.8262,0.5939
0.3338,0.2295,-0.9696,-1.3144,-0.8175,0.514,-0.1729,-0.0278,-0.8263,-0.8206,0.6214,-0.3042,0.2162,0.2603,0.6786,0.4897,-0.2416,-0.3863,0.324,0.7504
0.085,0.417,-0.6808,-0.9347,-0.7626,0.227,0.0011,0.7064,-0.3206,-0.6518,0.3714,-0.3381,0.0907,0.7362,1.0168,-0.1771,-0.819,-0.5332,0.2135,0.6056
-0.1787,0.815,-0.8038,-0.7175,-0.6698,-0.0248,-0.5378,0.539,-0.0557,-0.5564,0.1173,-0.3214,0.4568,0.7459,1.5469,0.0813,-1.0101,-0.6472,0.0621,0.8696
0.0064,0.9488,-1.0512,-0.671,-0.3541,-0.113,-0.5297,0.623,0.3179,-0.5445,-0.454,-0.4083,0.1609,0.8257,1.2621,0.0791,-0.8456,0.0795,0.2959,0.7141
0.4609,0.6758,-0.589,-0.7362,-0.9777,0.1955,-0.2946,0.445,0.22,-1.82,-0.3312,-0.3143,0.0733,0.3606,1.4462,0.8277,-0.9788,-0.3892,0.4933,1.1707
0.1828,0.3071,-0.595,-0.9151,-1.2446,0.3338,-0.3318,0.7156,0.3103,-1.6398,-0.5457,-0.4629,0.0564,0.2344,1.1683,1.0457,-0.6537,0.1227,0.4232,0.5608
