-0.079,0.404,0.000,0.576,0.000,0.000,0.285,0.140,0.000,0.000,0.394,0.000,0.000,0.000,-0.338,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.317,0.000,0.480,0.000,0.175,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.312,0.000,0.000,-0.342
0.000,0.000,0.000,0.000,0.000,0.563,0.000,0.000,0.318,-0.168,0.000,0.000,0.000,-0.235,0.000,0.000,0.000,0.000,0.348,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.369,-0.056,0.000,0.000,-0.039,-0.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.266,0.000,-0.371,0.000,0.000,0.000,0.000,0.000,0.118,0.126,-0.045,0.000,0.000
0.071,0.111,0.000,0.000,0.000,0.000,-0.153,0.140,0.349,-0.086,0.000,0.268,0.237,0.000,-0.008,0.000,0.000,-0.196,0.000,0.000
0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,-0.342,0.498,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002
0.000,0.000,0.000,0.000,0.000,0.000,0.108,0.000,0.000,0.000,0.296,0.000,0.000,0.000,-0.360,0.000,-0.000,0.000,0.371,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.182,0.000,0.000,-0.253,0.609,0.068,0.225,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.189,0.000,0.000,0.000,0.000,0.001,0.187,0.000,0.000,0.000,0.000,0.467,0.000,-0.395,0.000,-0.398,0.000,0.000,0.000
0.000,0.000,-0.222,-0.147,0.000,0.226,0.000,0.000,-0.197,-0.028,0.000,0.367,0.000,0.436,0.035,-0.196,-0.143,0.000,-0.045,0.000
0.000,0.000,0.142,0.000,0.344,0.129,-0.194,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.377,0.000,-0.058,0.000,0.000,0.000
-0.254,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.147,0.000,-0.172,0.000,0.114,0.000,0.000,0.261,-0.333,0.000,0.000,0.000
0.000,0.000,0.000,-0.037,0.000,0.000,0.000,0.000,0.000,0.000,-0.188,-0.316,0.000,0.000,0.000,0.385,0.338,0.000,0.000,0.000
0.000,0.000,0.014,0.000,0.000,0.000,-0.234,-0.319,0.256,-0.099,0.000,0.000,0.000,0.029,0.000,0.000,0.000,0.367,0.000,0.000
0.000,0.000,0.000,0.147,0.073,0.000,0.000,-0.325,0.000,0.000,0.000,-0.044,0.000,0.000,0.076,0.000,0.000,0.000,0.307,0.000
0.000,0.000,-0.333,0.000,0.000,-0.179,0.000,0.000,0.340,-0.067,0.000,-0.394,0.000,0.000,0.000,0.000,0.196,0.000,0.000,0.317
