x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0.2021,-0.2603,1.6501,-1.5828,0.4665,-0.6209,0.4325,0.0851,0.023,0.2574,-0.6089,0.3659,0.6642,0.1314,0.9383,0.3588,0.3924,-1.4614,-1.0458,0.6185
-0.058,-0.1822,1.2588,-1.746,0.9198,-0.8791,0.8621,-0.2329,0.1321,0.1707,-0.6493,0.3066,0.4438,-0.3663,0.7087,0.4395,0.0813,-1.1592,-0.546,-0.0836
0.2036,-0.3461,0.6363,-1.2118,1.0699,-0.4853,1.0378,0.1053,-0.1842,0.0999,-0.1474,0.3704,0.4444,0.0205,0.4788,0.476,0.8166,-1.1465,-0.8819,-0.3714
0.4037,-0.0034,0.7871,-1.3594,1.0677,-0.8278,1.2065,-0.3204,-0.026,0.256,0.067,0.1528,0.2132,0.261,0.6271,0.189,-0.0173,-1.3931,-0.7563,0.3025
0.3815,-0.1637,0.577,-0.7232,0.9694,-0.7959,1.2338,-0.4838,-0.0827,-0.0968,0.2241,0.2288,0.5149,0.2458,0.5187,0.8803,-0.4027,-1.4166,-0.9586,0.5155
-0.1229,0.3302,0.3675,-0.442,0.5661,-0.8428,0.7374,-0.3233,-0.188,0.1493,0.2311,0.1112,0.768,0.6007,0.8398,0.4464,-0.5394,-2.2102,0.3007,0.7622
-0.5794,0.371,-0.1395,-0.2442,0.5072,-0.7274,0.516,-0.1884,0.1918,-0.1389,-0.067,0.0774,0.8829,0.4556,1.0004,0.8952,-0.3101,-0.5349,0.0313,0.6592
-0.1625,-0.1188,0.2442,-0.3941,0.071,-0.4719,0.4318,-0.1847,0.1477,-0.3202,-0.3298,0.0264,0.4949,0.2747,0.7277,1.0342,-0.0238,-0.2571,-0.0896,0.4248
0.0039,-0.2877,0.6588,-0.5701,-0.2892,-0.2145,0.0443,-0.0468,-0.186,-0.2705,-0.3736,-0.3792,0.4888,0.5513,0.1399,-0.077,0.0588,-0.4639,-0.4299,0.2165
0.1036,-0.4369,0.3235,-0.5847,-0.0504,-0.5316,0.3293,-0.3877,-0.3782,0.0023,-0.2008,-0.2853,0.4353,0.3399,0.1792,0.1983,0.0341,-1.0942,0.025,0.3764
-0.7976,-0.1677,0.4682,-0.5302,-0.3333,-0.549,-0.179,-0.073,-0.3246,0.065,-0.1698,-0.3648,0.1119,0.529,0.1164,-0.068,0.121,-1.1012,0.0974,0.6601
-0.7963,0.1805,0.0782,-0.4199,-0.2675,-0.551,-0.2742,-0.4054,-0.202,-0.1216,-0.6532,1.2228,0.9402,0.4069,0.2422,-0.3375,0.137,-1.034,-0.1669,0.3532
-0.5779,0.2931,-0.4559,-0.459,0.3522,-0.313,-0.3011,-0.3468,0.2931,-0.1497,-0.963,0.6927,0.8729,1.2726,0.193,0.0826,-0.0584,-0.3286,-0.875,0.2451
-0.0322,-0.0502,-0.2939,-0.667,0.0659,-0.5995,-0.0259,-0.5039,0.35,-0.4368,-0.7158,0.8753,1.3481,1.38,0.3598,0.3933,0.2654,-0.2698,-1.3312,0.2168
-0.2079,-0.1884,0.2345,-0.8007,0.4493,-0.9891,0.0083,-0.3768,0.4693,-0.5694,-1.2267,0.7451,1.3403,1.1712,0.4917,0.3522,0.5937,-0.2528,-1.5972,0.0382
0.2339,-0.4072,-0.2289,-0.9532,1.012,-0.9104,0.5043,-0.101,0.347,-0.7167,-0.9571,0.8535,1.1863,1.0167,0.8809,0.5938,-0.4957,-0.1455,-1.5205,0.5501
0.1408,-0.7699,-0.0113,-0.9137,0.2984,-0.9329,0.2389,-0.4133,0.3383,-0.6843,-0.918,0.9188,1.5036,1.0599,0.7809,0.7952,0.1545,-0.6679,-1.2872,-0.0186
0.128,-0.4098,0.1624,-1.4433,1.0515,-0.88,0.3072,0.0777,0.7314,-0.4875,-1.0288,0.8017,1.3141,1.1173,0.7213,0.5921,0.0322,0.1665,-1.9608,0.0906
1.1361,-0.784,0.8358,-1.3225,0.8561,-0.9639,0.8311,-0.5831,0.4944,-0.707,-1.2197,0.7222,1.5247,0.6891,0.8295,0.1856,-0.2613,-0.2884,-2.2073,0.1532
1.1581,-0.5315,0.5551,-1.7177,0.8614,-1.0782,1.0649,-0.43,-0.5879,-0.4597,-0.6368,0.8437,1.2786,0.8053,0.9211,0.7479,-0.5909,-0.838,-2.0774,0.0937
0.5688,-0.5634,0.6174,-1.5376,0.7678,-1.55,0.7141,-0.2323,0.2089,0.0596,-0.5147,0.6425,1.1853,0.8818,0.855,0.1254,-0.2067,-1.1603,-1.9383,-0.65
0.5509,-0.0535,0.5745,-1.5826,1.2248,-1.5908,0.6644,-0.2996,0.3473,-0.2106,-0.7424,0.4954,0.8527,0.8733,1.0399,0.4361,0.3746,-1.1085,-2.112,-0.2118
0.8204,-0.0078,0.624,-1.5903,1.4352,-1.4413,1.0136,-0.3073,0.6494,-0.2307,-0.9456,0.287,0.157,0.5551,0.9363,0.5515,0.186,-0.411,-1.7845,-0.0597
1.1275,-0.3388,0.7266,-1.3993,1.1892,-1.2195,1.1802,-0.6238,-0.218,-0.5604,-0.5786,0.3641,0.2365,0.2502,1.1539,0.8094,-0.1078,-0.7496,-1.5016,-0.2677
0.6074,-0.3397,0.5151,-1.5294,0.9651,-0.8354,1.2505,-0.4594,-0.3205,-0.4616,-0.784,0.2681,0.693,-0.0194,1.3361,0.8698,-0.0569,-0.5916,-1.2541,-0.7318
0.6126,-0.1727,0.5106,-1.5715,1.1963,-0.8603,1.2642,-0.8074,-0.3461,-0.4102,-0.4695,0.3059,0.2154,0.4878,0.9485,0.5716,0.0252,-0.9592,-1.1023,0.1431
0.6884,-0.1367,0.2208,-1.1963,1.302,-1.0216,1.2958,-0.4953,-0.2559,-0.1344,0.1362,0.8767,0.2255,0.8516,0.7782,0.9396,-0.1723,-0.7934,-1.0453,-0.1278
0.2322,-0.2244,0.3589,-0.5556,0.9603,-1.1157,0.7341,0.0031,-0.2272,-0.2605,0.1062,0.6203,0.5771,1.1272,0.4346,0.5398,-0.1232,-0.3572,-1.1998,-0.2501
0.3537,0.0514,0.5815,-0.4726,0.8064,-1.2685,0.6639,-0.6044,-0.3293,-0.2689,0.442,0.6656,0.7796,0.7421,0.5302,0.0713,-0.2736,-0.8203,-0.9837,-0.0626
0.1878,0.1238,0.1316,-0.0218,0.4714,-1.3622,0.1363,-0.3138,-0.086,-0.348,0.1717,0.1283,0.4842,0.7748,1.0865,0.0176,-0.9394,-0.4505,-0.5094,0.2734
0.3798,0.2457,-0.3117,0.0214,0.1152,-0.8982,0.2684,-0.3735,-0.2446,-0.2744,0.0322,0.3339,1.1671,0.8645,0.9529,0.8248,-0.606,-0.0729,-0.4889,0.3527
0.3662,-0.1556,0.2406,0.0562,-0.4258,-0.8784,0.0286,-0.2445,-0.2772,-0.4938,-0.0429,0.1988,1.0031,0.5438,0.7804,0.9927,-0.3546,0.0702,-0.375,0.0862
0.1412,-0.1632,0.5698,-0.2937,-0.3172,-0.6277,0.0172,0.1709,-0.3536,-0.1936,-0.1288,0.2039,-0.6679,0.1824,0.0642,0.7315,-0.1965,-0.2385,-0.3054,-0.2272
0.0727,0.1106,0.599,-0.436,0.201,-0.6042,0.0865,-0.0387,-0.9912,0.1327,0.3218,0.2452,0.1124,0.0345,0.1079,0.3715,0.1533,-0.7976,-0.5576,-0.138
-0.4079,0.2486,0.5532,-0.1643,0.2374,-0.7615,-0.1459,-0.0071,-0.7066,0.1777,0.3391,0.152,0.6336,0.3851,0.142,-0.2368,0.0173,-0.8308,-0.4078,-0.2872
0.1426,0.4054,0.1801,0.6253,0.3432,-0.8633,0.192,-0.1578,-0.2897,-0.0734,0.3225,-0.1531,0.6912,0.764,0.4406,0.1725,-0.6147,-0.515,-0.0924,0.5365
0.2218,0.244,-0.2838,0.5179,0.1164,-0.661,0.4595,-0.3927,-0.2816,-0.0846,0.2391,-0.262,0.8383,0.5936,0.6948,0.5292,-0.4125,0.1129,-0.128,0.826
0.2245,-0.1946,0.1696,0.3401,-0.4001,-0.6595,0.4777,-0.2987,-0.5644,-0.3069,0.2918,-0.2721,0.4441,0.0458,0.3502,0.7496,-0.5109,0.1154,0.0464,0.7232
0.2676,-0.2515,0.4736,0.2934,-0.9149,-0.58,-0.0603,-0.7498,-0.8565,-0.1475,0.4454,-0.2209,0.529,-0.0278,0.0748,0.4627,-1.0564,-0.8269,0.2913,0.7587
-0.7889,0.0694,0.1675,0.1859,-0.9177,-0.4901,-0.596,-0.1201,-0.8264,-0.0176,-0.0025,-0.4558,0.463,-0.2021,0.0746,0.4793,-0.6511,-0.2894,0.7291,0.4637
-0.3928,-0.0398,0.0736,0.0978,-0.846,-0.3334,-0.5839,-0.1258,-0.9234,-0.0092,0.1244,-0.374,0.341,-0.1925,-0.1657,0.7633,0.1286,-0.3985,0.6934,0.2626
-0.0518,-0.0866,0.4522,-0.0228,-0.5993,-0.2151,-0.3693,0.4533,-0.7852,0.1031,0.0323,-0.2818,0.1182,-0.4977,-0.169,0.416,-0.0771,-0.267,0.5033,0.387
0.0723,-0.0295,0.0117,0.1292,-0.0534,-0.143,0.0546,0.0675,-0.8463,0.0195,0.431,0.6646,0.4724,-0.0125,-0.2559,0.8356,0.062,-0.7926,0.13,0.6225
-0.3463,0.1172,0.6261,0.4399,-0.2523,-0.3295,-0.4745,-0.3023,-0.6079,0.0036,0.2693,0.2046,0.6691,0.3105,-0.143,-0.1444,-0.2243,-0.6034,0.1567,0.5048
-0.5295,0.3859,0.1719,0.3307,0.107,-0.2493,-0.4304,0.0538,-0.5932,-0.2015,0.071,-0.0721,0.4417,0.3527,-0.0332,0.1992,-0.3909,-0.1493,0.1564,0.7022
-0.5944,0.0571,0.0335,0.6824,-0.2334,-0.5604,-0.5769,-0.0238,-0.399,-0.1318,-0.0418,-0.1528,0.6467,0.5465,0.5217,0.1935,-0.2738,0.3677,-0.0869,0.3577
-0.4027,-0.0806,0.4978,0.399,-0.2453,-0.5823,-0.3915,-0.1877,-0.5557,-0.3635,-0.3726,-0.1232,0.2593,0.4118,0.2037,0.3932,0.0346,0.8619,-0.3,0.1308
0.417,-0.276,0.987,-0.2073,-0.8125,-0.85,-0.3476,-0.2643,-0.7334,-0.1471,-0.42,-0.1693,-0.038,-0.1472,0.2713,0.0004,-0.7954,0.1089,-0.0562,0.306
0.1387,-0.3687,0.4366,-0.2565,-0.589,-0.8116,-0.2486,-0.2408,-0.6683,-0.3695,0.2089,0.2052,0.0679,-0.0609,-0.491,0.5433,-0.3324,-0.2441,0.1635,0.1703
0.2007,-0.3502,0.5674,-0.0547,-1.0735,-0.4786,-0.4055,0.0415,-0.6941,-0.1228,1.1145,0.3405,0.6821,-0.1656,-0.1011,0.2555,-0.5057,-0.4639,-0.129,0.3334
-0.3061,-0.3199,0.8026,1.0093,-1.2292,-0.811,-0.9466,0.2034,-0.1409,-0.1881,-0.0184,-0.6574,-0.1834,-0.1802,-0.0653,-0.2201,-0.8746,-0.3869,0.5139,-0.0859
0.0413,0.0963,0.1916,0.4394,-0.7478,-0.2157,-0.3947,-0.2952,-0.5916,-0.2788,-0.0241,-0.3644,0.6788,-0.5179,-0.3112,0.6585,-0.5241,-0.0761,0.866,0.1938
-0.262,-0.161,0.3935,0.4696,-0.8153,0.0092,-0.0854,0.2067,-0.5161,-0.2435,-0.0664,-0.1686,0.2461,-0.3112,-0.2675,1.0418,-0.133,0.0889,0.685,0.019
-0.1288,-0.0914,1.1407,0.2994,-0.7143,0.2362,-0.1617,0.0777,-0.7172,-0.1242,0.0628,-0.053,0.4615,-0.5493,-0.5242,0.7693,0.3058,-0.2121,0.5027,0.3285
-0.2539,-0.0589,1.2262,0.071,-0.9014,0.1946,-0.2422,0.2348,-0.6261,0.1896,-0.1124,-0.2543,0.3535,-0.8619,-0.2765,-0.0881,-1.1568,-1.0364,0.8276,0.6386
-0.8011,-0.1726,0.3635,0.1833,-0.8202,0.1626,-0.513,-0.0347,-0.4662,0.089,0.1386,0.0738,0.8425,-0.4818,-0.1933,0.4653,-0.0878,-0.7305,0.3229,-0.1637
-0.8396,0.1543,0.0806,0.3611,0.1043,0.0848,-0.2816,0.0466,0.1224,0.0825,-0.3876,0.1877,0.4578,-0.0444,-0.1816,0.5549,0.1413,0.0785,0.1011,-0.5065
0.1849,0.0203,-0.1773,0.4036,0.5558,-0.0272,0.6671,0.139,-0.1203,-0.2488,0.0963,0.5589,0.3023,0.2676,0.1729,0.7514,-0.1592,0.1849,-0.3596,0.112
0.3939,-0.4615,0.454,0.5237,-0.2241,-0.2488,0.5438,0.3084,-0.4703,-0.2539,0.0031,0.3683,0.3116,0.5024,0.166,0.7555,-0.5637,0.0834,-0.4976,0.2724
0.3121,-0.3542,0.7691,0.124,-0.369,-0.6352,0.2869,0.1351,-0.5579,-0.1722,0.3449,0.5787,0.5928,0.2137,0.1053,0.2387,-0.2447,-0.2461,-0.4636,-0.311
0.1363,-0.1668,0.6591,0.1782,-0.2835,-1.0622,0.1242,0.0105,-0.4721,-0.2387,0.4601,0.3271,-0.4735,0.0288,0.1513,-0.2037,-0.4218,-1.0812,-0.0974,-0.2334
-0.1972,0.0072,0.0099,0.4021,0.0535,-1.0637,0.1959,0.0511,-0.0546,-0.3979,0.169,0.1223,-0.274,-0.0771,0.2893,0.3134,-0.1714,-0.4767,0.4316,-0.4392
-0.2002,0.0935,0.1323,0.2941,0.0895,-0.5979,0.2807,0.1405,-0.4078,-0.4615,0.3585,0.2994,-0.0851,-0.2865,0.1168,0.4206,0.065,-0.2879,0.4873,0.1485
-0.0995,-0.2124,0.4194,0.4931,-0.4591,-0.4406,0.071,0.2071,-0.4832,-0.1835,0.2816,0.3442,0.2034,-0.1155,-0.0397,-0.0651,-0.0264,-1.0625,0.9021,0.0901
-0.3723,0.1298,0.3246,0.2456,-0.2412,-0.145,0.2783,0.5526,-0.444,0.0573,0.2236,0.4024,-0.0052,-0.1397,-0.1492,0.3945,-0.0763,-0.5215,0.5578,-0.0781
-0.4833,0.3601,0.2518,0.1706,0.1498,-0.118,0.491,0.2596,-0.2636,-0.0627,0.2159,0.581,0.6773,0.0601,-0.1186,0.4666,-0.0553,-0.4117,-0.0837,0.1629
-0.4863,0.1364,0.6317,0.6599,-0.2289,-0.6254,0.1421,-0.2005,-0.0785,-0.1418,0.0931,-0.1498,0.4734,0.2054,0.1454,0.3816,-0.0261,-0.2202,0.1657,-0.0752
0.0672,0.2255,0.2691,0.4627,-0.0726,-0.4041,0.4272,-0.0055,-0.3437,-0.3304,-0.1184,0.2351,0.212,-0.5426,0.4863,0.6524,-0.2163,-0.0505,0.2509,0.0774
0.6168,-0.0413,0.2073,0.2445,0.162,-0.1748,0.8766,0.1415,-0.5724,-0.1707,0.6143,0.2304,-0.2004,0.1702,0.048,0.9077,-0.1048,-0.3467,-0.2306,-0.1539
0.1026,0.1004,0.8183,0.5808,-0.0409,-0.2406,0.7078,-0.0184,-0.651,0.4153,0.3146,0.0431,-0.6927,-0.1708,-0.2153,0.1934,-0.5011,-0.8029,0.1097,0.2065
-0.5176,0.3581,0.4929,0.7013,-0.2706,-0.3281,0.3199,-0.0524,-0.772,0.5377,0.8682,0.1175,-0.4537,-0.279,0.1894,0.0262,-0.7785,-1.0764,-0.359,0.7152
-0.1961,0.4552,0.296,0.9436,-0.5305,-0.6486,-0.1418,0.0051,-0.6525,0.2609,0.465,0.0119,-0.2327,-0.1302,0.4213,-0.1423,-1.3353,-1.1343,0.5415,0.5626
-0.4208,0.4798,-0.2287,0.8076,-0.7522,-0.3899,-0.2101,-0.3941,-0.5201,0.5401,0.1842,0.1722,-0.0764,0.021,0.3068,-0.1901,-1.2723,-0.6236,0.7795,0.3848
-0.3504,0.5376,-0.7588,0.7605,-0.0242,-0.2647,0.1357,-0.4899,-0.618,0.1734,0.2874,0.3555,0.6003,0.391,0.374,0.1769,-0.6733,-0.6267,0.7446,0.2538
-0.0832,0.4687,-0.6376,0.7682,-0.0925,-0.2945,0.2302,0.3422,-0.5106,-0.3311,0.4564,0.7921,0.509,0.7191,0.1038,0.7989,-0.1747,-0.124,0.527,0.3366
-0.1159,0.062,0.1734,0.7151,-0.5497,-0.3514,-0.1937,0.3255,-0.1917,-0.074,-0.4574,0.4625,0.3675,0.3984,0.0788,-0.0759,-0.3427,-0.8853,0.3626,0.4772
-0.4051,0.2209,0.1912,0.2318,-0.2898,-0.4624,-0.285,0.331,-0.123,0.0473,-0.9823,0.3663,0.6492,0.5781,0.1106,-0.1366,-0.2228,-0.4244,-0.2189,0.5203
-0.0463,0.1523,0.4128,0.1113,-0.2169,-0.5379,-0.012,0.4178,-0.141,0.0606,-0.6469,0.5797,0.8302,0.3866,0.3236,0.2281,-0.3274,-0.0381,-0.5287,0.3598
0.2321,-0.1835,0.5338,-0.2015,-0.2365,-0.7988,0.0017,0.1184,-0.1372,-0.0546,-0.6554,0.4857,0.6144,-0.0608,0.3139,0.3225,-0.2481,0.085,-0.3073,-0.3948
0.5948,-0.1942,0.7551,-0.6062,0.4199,-1.0728,0.6983,0.463,-0.3526,0.0148,-0.3386,0.655,0.5704,-0.423,0.6015,0.0395,-0.6882,-0.5607,-0.3929,0.0864
0.2394,-0.3732,0.748,-0.5878,-0.0114,-0.7935,0.3562,0.5218,-0.3132,0.0335,-0.9317,0.4744,0.7292,-0.4281,0.5685,0.1335,-0.9094,-1.1944,-0.0698,0.3776
0.2741,-0.5223,0.9186,-0.7464,-0.3948,-0.691,0.1456,0.4667,-0.1867,0.199,-1.0991,0.3471,0.3016,-0.6008,0.5049,0.0411,-0.7678,-0.9844,-0.13,0.1635
0.1401,-0.1363,0.9007,-1.183,0.1142,-0.4019,0.2929,0.4692,-0.171,0.2356,-2.9664,-0.2479,0.6501,-0.4912,0.077,0.2212,0.3768,-0.864,-0.2736,-0.4061
0.3115,-0.083,0.7769,-1.8169,0.9625,-0.42,0.9821,0.423,-0.4136,0.3207,-2.0069,0.484,0.5926,-0.5515,0.6664,1.0769,0.8955,-0.2904,-1.1126,-0.3289
1.0836,-0.5734,1.4707,-1.8508,1.4522,-0.8556,1.4773,-0.0472,-0.4641,0.347,-1.1864,0.6683,0.7325,-0.3543,0.8156,0.1657,0.7624,-1.9182,-1.1929,-0.3943
0.6166,-0.1146,1.1935,-1.9605,2.1149,-1.1919,1.6584,0.2279,-0.1516,0.3382,-1.2106,0.6051,0.7425,0.1136,0.8823,-0.3807,0.1986,-1.6548,-1.4037,-0.3987
1.243,-0.1343,1.1087,-1.5167,2.0548,-1.5031,2.0226,0.2686,-0.1414,0.4107,-0.525,0.8428,0.7372,0.2092,1.22,0.7736,-0.1395,-1.9532,-1.5012,-0.3228
1.2526,0.1152,1.4872,-1.1849,1.7571,-1.4192,1.9398,-0.0265,0.0016,0.5396,-0.1958,0.7947,0.4419,-0.3896,0.8925,-0.0065,-0.3686,-1.8386,-1.2143,-0.007
1.1075,0.1363,1.0205,-0.6925,1.4808,-1.2704,1.6715,-0.2124,-0.1907,0.1211,-0.1534,0.4997,0.2926,-0.1571,0.9521,0.1868,-1.1207,-1.7309,-0.5342,0.4079
0.8629,0.2918,0.4088,-0.4908,1.1804,-0.9312,1.445,-0.0688,-0.309,0.0459,0.2854,0.5811,0.742,0.0212,0.9633,0.3109,-1.0242,-1.1315,-0.4193,0.3993
0.8372,-0.0244,0.3131,0.2865,0.4599,-0.9509,1.0566,-0.2135,-0.2459,-0.0409,0.3046,0.2289,0.6282,0.0279,0.846,0.155,-1.5582,-0.8134,0.3151,0.2594
0.5659,0.0678,0.014,0.4731,-0.0303,-0.7013,0.8549,-0.1972,-0.6023,-0.1539,0.6676,0.4512,0.7481,-0.1617,0.3768,1.1906,-1.2205,-0.1438,0.7598,0.2263
0.3997,0.5093,0.0624,0.5755,-0.2284,-0.5079,0.6355,0.1949,-0.717,-0.0634,0.7479,0.2999,0.8516,-0.2595,0.1456,0.8325,-0.5833,0.021,0.6882,-0.2037
0.3957,0.2539,0.6866,0.7303,-0.3931,-0.5064,0.5043,0.084,-0.6512,-0.0185,0.7404,0.1529,0.2701,-0.5162,0.0849,0.0848,-0.544,-0.4009,1.0676,0.7103
-0.0178,0.2244,-0.1086,0.7031,-0.0852,-0.2147,0.2478,0.3318,-0.8317,0.1116,0.8331,0.4669,0.4418,-0.5173,-0.2485,0.0571,-0.1734,-0.258,0.8357,0.1482
0.406,0.377,0.0714,0.7993,-0.1656,-0.2337,0.3501,0.7402,-0.6703,-0.1105,0.6898,0.4918,0.612,-0.2792,-0.0588,-0.1229,-0.459,-0.2374,0.7451,0.5454
0.0468,0.3813,0.2507,0.8078,-0.4004,-0.2665,0.1107,-0.0233,-0.475,-0.1959,0.595,0.6086,0.7958,-0.118,0.2821,-0.3795,-0.4832,-0.7812,0.8252,0.417
-0.1651,0.6574,-0.2645,0.4521,-0.0962,-0.1002,0.0079,0.5435,-0.4923,-0.0886,-0.1935,0.2177,1.0039,-0.0288,0.358,-0.2382,-0.6765,-0.2844,0.8388,0.2146
-0.2833,0.299,-0.5316,0.3171,-0.0559,-0.0395,0.0028,0.7329,-0.3188,-0.0816,-0.2075,0.6472,1.0993,-0.1801,0.4568,0.1748,-0.0841,-0.1396,0.1515,0.2663
0.0322,0.0698,-0.3155,0.1806,-0.2385,-0.3209,-0.0048,1.0351,-0.1668,-0.0564,-0.384,0.7628,0.8687,0.2118,0.7004,0.2695,0.2867,-0.873,0.1567,-0.031
0.1129,0.33,-0.1337,-0.3652,0.2567,-0.3671,0.3061,1.13,0.0463,-0.1704,-0.429,1.2304,0.7439,0.186,0.393,-0.1753,0.3075,-0.3216,0.0041,0.2953
0.6559,0.1168,0.4575,-0.2573,-0.1457,-0.4134,0.3001,0.1067,-0.1012,0.0417,-0.438,1.1998,0.5873,0.1036,0.6036,-0.7533,-0.2349,-0.7281,-0.6204,0.3543
0.264,0.058,0.1783,-0.5166,-0.2235,-0.923,-0.0184,0.5603,-0.004,-0.1283,-1.0834,0.8654,0.9264,0.4779,0.6205,-0.0895,-0.6783,-0.4661,-0.5668,-0.4054
0.6742,0.1029,0.2348,-0.9789,0.4183,-0.9715,0.3356,0.8812,0.1555,-0.1884,-0.6312,1.4157,1.9306,0.465,1.0717,0.2663,0.536,-0.0163,-1.4365,-0.7389
0.8477,-0.4031,1.3649,-1.399,0.3177,-1.098,0.4234,1.2574,0.3725,-0.2635,-1.13,0.9432,1.2145,0.7373,1.0947,-0.546,0.1395,-0.2342,-2.1537,-0.4919
0.8714,-0.587,1.5209,-1.5931,0.2039,-1.3583,0.5613,0.8057,0.3043,-0.4846,-1.8503,0.7716,1.1996,-0.156,1.3428,-0.6985,-0.2591,-0.9958,-1.3924,-0.4174
0.5592,-0.5592,1.0126,-2.3005,0.8273,-0.9912,0.8543,0.7353,0.1947,-0.1939,-1.7096,1.0441,1.107,-0.4633,1.683,-0.4458,0.1609,-0.9054,-1.4974,-0.83
1.0937,-0.7435,1.0965,-2.6925,1.2033,-0.8195,1.3692,0.6982,-0.0284,-0.0509,-2.2575,0.8255,0.7355,0.0969,1.3166,0.306,0.3088,-1.225,-1.9411,-1.3139
1.0128,-0.419,1.1846,-3.0681,1.9947,-0.9943,1.6631,0.8862,-0.4106,-0.0388,-1.8151,1.1696,0.64,0.0901,1.0193,0.3301,1.2119,-1.6202,-2.3797,-0.8034
1.2278,-0.5752,1.7385,-2.9001,2.2013,-1.126,1.7804,1.0205,-0.0418,0.1228,-1.4807,1.7168,0.9164,0.0465,1.7017,-0.6031,0.644,-2.3581,-3.0163,-0.6733
1.2154,-0.3377,1.3952,-2.841,2.2743,-1.7226,1.8783,0.9461,0.262,0.1265,-1.6013,1.4762,1.0244,0.4039,2.0239,-0.5284,-0.2709,-1.6111,-3.013,-0.729
1.5573,-0.5128,1.6125,-2.7957,2.1686,-1.876,1.9192,-0.0432,0.3023,-0.0002,-1.4596,1.4536,1.5527,0.4999,2.2577,-0.5782,-0.6151,-1.8673,-2.3441,-0.6176
1.608,-0.377,0.9876,-2.638,1.7634,-1.8065,2.1665,0.0335,0.0378,-0.1051,-1.398,1.3828,1.986,0.3914,2.3959,0.2448,-1.0489,-1.306,-2.7446,-0.4956
