x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
1.1209,1.0696,1.3994,-1.1788,1.7279,-0.4098,1.0034,-0.4022,0.0149,1.0255,0.114,0.2774,0.0725,0.3933,0.4563,-0.8214,-0.4001,-0.7879,-1.6415,0.5743
0.9037,0.2816,0.742,-0.5925,0.9941,-0.4298,0.8084,-1.1622,-0.2866,0.7819,-0.1831,0.1795,0.2592,0.3669,0.6879,-0.6021,-1.3269,-0.749,-0.851,0.1989
0.8078,0.3919,0.1615,-0.4908,0.6978,-0.9195,0.4909,-1.2926,-0.2937,0.5539,0.0049,0.2501,0.4297,0.6524,0.7024,0.0973,-1.1986,-0.9673,-0.1839,0.1389
0.6456,0.3359,0.3122,-0.6508,0.1853,-0.6836,0.182,-0.8402,-0.1428,0.3952,0.2543,0.3886,-0.0895,0.3168,0.2878,0.2196,-0.5309,-0.6019,0.2517,0.1126
0.3528,-0.0366,0.3987,-0.2722,0.0808,-0.7978,-0.2594,-0.4869,0.1024,-0.024,0.0833,0.1044,-0.4422,-0.0558,-0.1667,0.1108,-0.389,-0.071,0.2763,-0.2711
0.3711,0.2132,0.2427,-0.7587,0.151,-0.5803,-0.1826,-1.055,-0.1608,0.0245,-0.0772,0.0626,-0.1166,-0.0269,-0.0431,-0.2436,-0.4278,-0.1777,0.2839,0.1595
0.5273,0.2636,-0.1932,-0.7547,0.413,-0.3347,0.0031,-1.3175,-0.1665,0.0807,-0.1614,0.3283,0.1491,0.4173,0.0106,-0.0489,-0.4221,0.5908,-0.1902,-0.0036
0.914,-0.3821,0.2037,-0.2946,-0.3232,-0.5675,0.0914,-0.8812,-0.4328,0.2274,-0.0221,0.2745,0.4782,1.479,-0.2019,-0.2831,-0.9386,0.6857,-0.741,-0.0826
0.6858,-0.1834,-0.0313,-0.2462,-0.4541,-0.7872,-0.1163,-0.9031,-0.2166,0.3002,-0.1647,0.6588,0.403,0.7444,-0.223,0.12,-1.0034,0.4843,-0.5489,-0.2828
0.6691,0.2859,-0.0256,-0.0411,-0.6248,-0.9445,-0.2703,-0.7843,-0.0175,0.3589,-0.3967,0.5255,0.2509,0.643,-0.2507,-0.0388,-0.5493,0.7539,-0.6774,-0.3235
0.6449,0.2247,-0.256,-0.6256,-0.2079,-0.9719,-0.1758,-0.6185,-0.0341,0.806,-0.5737,0.7698,0.6875,0.404,-0.0136,-0.081,-0.1155,0.2089,-0.8075,-0.2651
0.6039,0.1195,0.1466,-1.0786,0.0206,-0.9154,-0.1983,-1.3411,-0.25,0.6339,-0.7932,0.6655,0.4241,0.5882,0.0082,-0.5078,-0.2547,-0.1532,-1.1439,-0.3775
0.6478,-0.3585,-0.0747,-0.4351,-0.2044,-1.5748,-0.415,-0.917,-0.5643,0.2298,-0.0234,0.5132,0.1482,0.3287,0.2395,-0.315,-0.3456,-0.1507,-0.465,-0.3032
0.6383,-0.0148,-0.4729,-0.6359,0.1586,-1.3299,-0.3458,-0.5388,-0.2041,0.418,0.0071,0.7692,-0.0872,0.3632,0.1603,-0.0408,-0.6041,0.0019,-0.7553,0.026
0.9222,-0.0322,-0.0278,-1.1578,-0.1623,-1.0219,-0.1539,-0.544,-0.245,0.4414,-0.6079,1.1719,0.4195,0.7684,0.1178,0.0937,-0.2136,-0.2161,-1.2767,-0.4888
0.6587,-0.5121,0.3524,-1.0301,-0.1824,-1.2789,-0.4544,-0.4216,0.687,0.4654,-0.9547,1.204,0.4838,0.9909,0.0062,-0.4641,0.1444,-0.0339,-1.7103,-0.9243
0.3154,0.079,0.6485,-1.7147,0.047,-0.9298,-0.6038,-0.2025,0.9477,0.2668,-2.2042,0.774,0.4744,0.4018,-0.1411,-0.7123,0.1701,0.6946,-1.9188,-0.196
0.9379,-0.0445,0.8713,-2.1743,0.3536,-0.5935,0.2178,-0.9243,0.6658,0.3619,-2.2906,0.9292,0.5685,0.0188,0.0426,-0.162,0.0406,0.8913,-2.4265,0.0467
1.542,-0.8752,1.3071,-2.1953,-0.065,-0.5977,0.3091,-0.8297,0.1819,-0.8428,-1.7917,0.5441,0.6902,0.7078,0.0076,0.2571,0.406,-0.2104,-2.1393,-0.5452
0.903,-1.0358,1.163,-2.2995,0.6312,-0.5428,0.2386,-0.1305,-0.0503,-0.108,-1.8102,0.6796,0.1407,0.1062,-0.1563,0.2073,0.938,-0.3341,-1.9286,-0.8787
0.8042,-0.4142,1.6706,-2.596,0.8755,-1.063,0.272,-0.0395,-0.1409,-0.0783,-1.6063,0.6726,-0.0805,-0.2686,0.1832,-0.0655,1.2364,-0.9077,-1.8232,-0.7267
1.2209,-0.1057,1.7153,-3.1278,1.1874,-0.5271,0.6446,-0.1477,0.0886,0.2582,-1.7311,0.811,0.0869,-0.295,0.2108,-0.4429,1.1958,-1.6348,-1.7549,-0.5292
0.76,-0.2775,1.5522,-1.8783,1.3548,-0.7928,0.5262,0.0412,0.2973,0.6428,-1.3014,0.5349,-0.1681,-0.3064,0.463,-0.6249,0.132,-1.4195,-1.5883,-0.4569
0.8644,-0.0918,1.1523,-1.7441,0.7809,-0.7072,0.252,-0.543,0.2121,0.7334,-1.5752,-0.0229,0.0206,-0.4298,0.5773,-0.2463,-0.4032,-1.1681,-1.0231,-0.3032
0.7837,-0.104,0.1803,-1.878,0.8382,-0.6351,0.0368,-0.8316,-0.5053,1.7707,-0.9583,0.5514,0.3827,-0.0185,0.5296,-0.2655,-0.039,-1.3666,-1.1552,-0.0618
0.7108,0.4552,0.2172,-2.4734,1.2421,-0.6246,0.3929,-1.2611,-0.2185,1.1782,-1.8845,0.5381,0.03,0.3923,0.4635,-0.2607,0.3707,-1.2358,-1.7206,-0.0643
0.9531,0.1427,0.311,-2.157,1.2783,-1.1962,0.6029,-1.128,0.0887,1.0376,-2.15,0.3679,0.2834,1.0942,0.6803,-0.3751,0.4953,-1.3205,-2.021,-0.5491
0.9927,0.4511,0.1814,-1.627,1.2468,-1.8117,0.424,-0.9744,-0.4368,0.5532,-1.1352,0.7731,0.507,1.4043,0.8394,-0.1806,0.8376,-1.2733,-1.9439,-0.3965
1.1694,0.306,0.2622,-1.6662,1.6436,-2.0262,0.795,-0.5966,0.1924,0.0427,-0.4671,0.9877,0.4551,0.8963,0.8965,-0.2013,0.2212,-1.2895,-1.8114,-0.2202
1.6305,0.2692,0.3299,-1.3203,1.2704,-1.6314,0.7855,-0.807,0.2434,-0.3208,0.1124,0.9501,0.4468,0.5771,0.9942,0.2109,-1.3065,-1.0111,-1.6134,0.4619
1.5896,-0.2101,0.3926,-1.2561,0.3274,-1.3417,0.3038,-0.5673,0.7895,0.0181,-0.7262,0.6239,0.3756,0.5133,0.7758,0.0627,-1.2266,-0.7108,-1.4703,-0.0151
1.1349,0.1125,0.3753,-1.2801,-0.1034,-0.6895,-0.1599,-0.4194,-0.0458,-0.5738,-1.6634,0.0423,0.5307,0.4259,0.3891,0.6275,-0.3108,-0.1126,-1.0108,-0.5425
1.0593,0.4888,0.4686,-1.6367,0.4529,-0.4533,0.1703,0.0163,-0.7142,-0.1256,-1.2556,0.2856,0.3985,0.2487,-0.0251,1.0049,1.205,-0.262,-1.352,-0.4879
1.2678,0.5288,1.466,-1.4042,0.6116,-0.7647,0.2808,0.1932,-0.5754,0.179,-0.6103,0.4088,-0.2934,-0.1875,-0.0818,-0.1716,0.9983,-1.185,-0.9969,-0.1794
1.0798,1.1393,1.125,-1.2576,1.078,-0.7912,0.3509,-0.0367,0.0804,0.7168,-0.3694,0.2666,-0.2462,-0.2532,0.0123,-0.6397,0.3156,-1.6512,-0.8647,-0.1099
0.5508,1.3302,0.5763,-0.8961,1.2486,-0.4299,0.209,-0.3294,0.2615,0.1151,-0.1092,0.3199,0.1351,-0.3353,0.4374,-0.2232,-0.0716,-0.9794,-0.3315,0.2295
0.9261,0.4203,0.5356,-0.3587,0.3799,-0.2997,0.0933,-0.3849,-0.1764,0.0583,-0.698,0.0075,0.075,-0.2069,0.3356,0.0466,-0.4648,-0.8775,-0.0343,0.4989
0.834,0.2522,0.3051,-0.3554,-0.462,0.1405,-0.1634,-0.4655,-0.1657,0.208,-0.6944,0.0786,0.203,-0.6874,0.0167,0.1288,-0.3418,-0.6709,0.4626,0.4293
0.4376,0.1591,0.3292,-0.6462,-0.5638,0.0633,-0.2165,-0.5933,-0.0942,0.3204,-1.148,-0.376,-0.1442,-0.5368,-0.4317,0.0136,-0.432,-0.1736,0.1494,0.5963
0.6011,0.0933,0.6301,-0.5767,-0.3105,0.4384,-0.0608,-0.7911,-0.6638,0.6265,-0.6838,-0.4081,0.2129,-0.533,-0.6533,0.0468,-0.0483,-0.2653,0.2239,0.3621
0.3084,0.8492,0.369,-0.7259,0.3391,0.2976,-0.254,-0.8717,-0.7862,0.6038,-0.0252,0.1964,0.4174,-0.4645,-0.8287,-0.2394,0.6713,-1.0455,0.261,0.2751
0.2566,0.6473,0.1715,-0.2835,0.2553,0.0366,-0.2872,-1.2209,0.1173,0.6982,-0.142,0.0291,0.1196,0.5178,-0.4171,-1.2569,-0.1185,-0.666,-0.1037,0.3893
0.237,0.9616,-0.016,-0.1504,0.1821,-0.1592,-0.4417,-0.8384,-0.5443,0.2979,0.0041,-0.5893,-0.0203,0.3935,-0.4209,-0.6724,-0.889,-0.3242,0.2288,0.8493
0.4634,0.658,-0.8154,0.2955,-0.242,-0.8207,-0.2309,-0.9915,-0.5072,0.3956,0.4014,-0.1847,0.33,0.3511,-0.1138,0.1964,0.2433,-0.0447,0.239,0.1991
0.7375,0.355,-0.9627,0.3452,-0.097,-0.7148,-0.2692,-0.7448,-0.489,0.5607,0.3417,0.1557,-0.0039,0.1537,-0.558,-0.0477,0.3985,-0.2265,0.4251,0.6258
0.7238,0.7083,-0.2939,0.4684,-0.4566,-0.5361,-0.4902,-0.9092,-0.7962,0.4269,0.6215,0.2118,-0.0589,0.6948,-0.6188,-0.6363,0.1421,-1.0055,0.3855,1.1073
0.4905,0.8227,-0.6558,1.0914,-0.5798,-0.9122,-0.7301,-0.8396,-0.5937,0.4959,0.7683,-0.013,0.0773,1.2727,-0.5653,-1.0056,-0.3009,-0.3868,0.3139,0.8024
0.2321,0.9472,-1.3062,1.4163,-0.6063,-1.1414,-0.7976,-0.7795,-0.4147,0.2081,0.9399,0.1497,0.0706,1.5292,-0.4543,-0.6946,-0.693,0.1887,-0.2008,0.6719
0.3109,0.6172,-1.1233,2.1784,-1.3232,-1.4859,-1.1962,-0.579,-0.5994,0.3331,1.0984,0.0399,0.1073,0.973,-0.5725,-0.5501,-0.8415,0.2003,0.5497,0.8908
0.2623,1.0438,-1.1394,2.1015,-1.3912,-1.2178,-1.2778,-0.5705,-0.203,0.0568,1.1566,-0.1435,0.5277,0.5734,-0.9059,-0.235,-0.8567,0.699,0.9356,0.933
0.1267,1.0956,-1.5407,2.2546,-1.4387,-0.4191,-1.1859,-0.6166,-0.1316,-0.2193,0.6739,-0.1529,0.5337,0.2617,-1.0672,0.0861,-1.0331,0.4684,1.4403,1.0989
-0.0264,0.4044,-1.2963,2.2296,-2.1957,-0.1223,-1.693,-0.4381,0.0235,-0.2045,0.5732,-0.4154,0.9289,0.3634,-1.1885,-0.0043,-0.2781,1.2701,1.2878,0.6589
-0.1863,0.7057,-0.3788,1.3602,-2.2163,0.4838,-1.9254,0.5026,-0.0843,0.1013,-0.1934,-0.716,0.2642,-0.6279,-1.6456,-0.2333,0.2779,1.0539,1.4376,1.0939
-0.2108,0.4719,0.5384,1.3218,-2.4669,1.0494,-1.8608,0.3158,-0.1516,0.4368,-1.3176,-1.4774,-0.0665,-0.7934,-1.8549,-0.9058,0.3094,0.6313,1.3611,1.0644
-0.5062,0.761,0.0737,0.226,-1.7169,1.4789,-1.4281,-0.1673,-0.4452,0.6721,-0.2877,-0.8185,0.2215,-0.59,-1.683,-0.6554,0.9816,0.3829,0.4838,0.7928
-0.513,0.7241,0.4993,0.4516,-1.383,0.9585,-1.4136,-0.4243,-0.6432,0.442,-0.8876,-0.9958,-0.2755,-0.4495,-1.659,-1.1908,0.768,-0.1894,0.4063,0.7209
-0.2944,1.0958,-0.1693,0.2582,-0.4348,0.8372,-0.7889,-0.5317,-0.7633,0.4433,-0.2208,-0.5123,0.2411,-0.3161,-1.2962,-0.6948,0.7176,-0.3065,0.3859,0.3004
-0.2967,0.824,-0.5846,0.8678,-0.2695,0.2891,-0.7303,-0.6666,0.0043,-0.0238,0.0502,-0.4175,-0.2983,0.4826,-1.165,-0.7088,0.8567,-0.1601,0.4066,0.1665
-0.2803,1.4594,-0.6406,0.4714,0.3679,0.1613,-0.454,-0.2334,-0.1361,0.0577,-0.0202,0.1113,0.0512,0.089,-1.0536,-0.2781,0.8384,-0.1821,0.3464,0.2222
0.0537,1.3283,0.4432,0.641,0.2625,0.4972,-0.2582,-0.2783,0.0118,0.5083,-0.2545,0.005,0.2434,0.3556,-0.8228,-0.7893,0.269,-0.1975,-0.2174,1.0522
0.2813,0.5328,0.4501,0.9879,0.0749,0.1437,-0.1938,-0.5853,-0.1219,0.4331,-0.2711,-0.0125,0.8888,0.7799,-0.197,-0.9194,0.2891,-0.688,-0.1108,0.8948
0.0852,0.8605,0.1817,0.0158,-0.1166,-0.4114,-0.44,-1.1013,0.4483,0.5937,-0.7908,-0.0617,0.0838,-0.162,-0.3671,-1.1051,-0.2259,-0.3573,-0.027,0.6199
0.1903,0.6322,-0.3142,0.0435,0.0927,-0.5784,-0.31,-1.1873,-0.0261,0.3063,-0.5589,0.1736,0.311,-0.2429,-0.3482,-0.1898,-0.1384,-0.2441,0.0069,0.866
0.4165,0.2575,-0.3901,0.2509,-0.351,-0.2502,-0.4449,-1.0264,-0.2134,-0.2338,-0.2186,0.2504,0.4802,-0.2452,-0.3586,0.1066,0.0373,-0.0452,0.1155,0.0311
0.2929,0.5532,-0.1317,0.2205,-0.175,-0.0548,-0.355,-0.4955,-0.1499,-0.0556,-0.0752,0.0423,0.2681,0.2483,-0.8404,-0.2473,0.4336,0.1003,-0.0575,-0.0244
0.0293,0.2263,0.4058,-0.0261,-0.4533,-0.1805,-0.6515,-0.257,-0.2078,0.2736,0.2185,0.0887,0.2206,0.2963,-0.7652,-0.9626,0.3856,-0.1649,-0.5558,0.0974
-0.0329,0.9379,-0.2791,-0.0248,0.4251,-0.525,-0.5153,-0.3802,-0.6318,0.0175,0.6274,0.4146,0.577,0.5807,-0.6769,-0.6808,-0.088,-0.8098,-0.6213,0.4623
-0.1108,0.7004,-0.1387,0.6727,-0.3181,-0.3897,-0.5967,-0.4381,-0.1501,-0.5997,0.244,0.2224,0.5389,0.9175,-0.3845,-0.6008,0.0048,-0.4239,-0.0852,-0.0016
-0.0267,0.9823,0.1469,0.4991,-0.2778,-0.2148,-0.7813,-0.2495,0.1116,-0.184,0.5257,0.3506,0.6753,0.6681,-0.2357,-0.8303,-0.2608,0.0588,-0.1616,0.3846
0.1052,0.263,-0.1453,0.9155,-0.6543,-0.4184,-0.7599,-0.4128,0.3824,-0.7567,0.3343,0.1991,0.3839,0.4649,-0.2016,-0.2065,-0.2629,0.6848,0.1359,0.0345
0.4822,-0.0373,0.4936,0.7666,-1.0086,-0.1458,-0.7025,0.0385,0.2321,-0.4795,-0.075,-0.1729,0.324,0.2095,-0.3994,-0.2408,0.1898,0.9401,0.0451,0.0351
0.5823,0.1628,0.8118,0.5868,-0.8497,0.0167,-0.3906,-0.2915,0.168,-0.1836,0.2606,-0.1187,0.3457,-0.3591,-0.7615,-0.4578,0.0277,-0.1095,0.2422,0.2964
0.0608,0.3055,0.624,1.1027,-1.2605,1.1739,-0.9189,-0.5609,-0.2136,-0.0409,-0.2415,-0.3979,0.1785,-0.5591,-1.2286,-0.8226,0.0778,0.0616,0.83,0.402
-0.5273,0.9946,0.324,0.5067,-0.6852,0.8419,-0.7375,-0.689,0.3578,0.4597,-0.304,-0.5253,0.3139,-0.6243,-1.1902,-0.8178,0.0989,0.0747,0.4212,0.4032
-0.4295,0.2337,0.6741,0.6512,-0.79,0.6402,-0.7371,-0.9464,0.3674,0.4124,-0.2823,-0.6845,0.2877,-0.2335,-1.3008,-0.9084,0.4868,-0.4073,0.7416,-0.0743
-0.5394,0.7254,0.0581,0.9696,-0.1824,0.5615,-0.4197,-1.3201,-0.4041,-0.0311,-0.2812,-0.8173,-0.0135,-0.1837,-1.4552,-0.2386,0.5913,-0.079,0.772,0.5471
-0.1845,0.3244,-0.2744,1.7264,-0.5328,0.0063,-0.1923,-0.9195,-0.5547,0.524,1.2145,-0.4882,-0.0065,-0.0841,-1.1782,-0.126,0.7364,-0.0783,1.4618,1.0308
-0.2375,0.6922,-0.4257,0.7065,-0.1027,0.1038,-0.2882,-0.9181,-0.5949,0.4692,1.3041,-0.1262,0.0972,-0.1584,-1.4521,-0.2699,0.9214,-0.4198,0.4302,0.7918
-0.0569,0.7332,-0.0054,1.5071,-0.42,-0.0703,-0.779,-0.6306,-0.2569,0.4579,0.7836,-0.397,-0.1713,0.3684,-1.3552,-0.942,0.1052,-0.8197,0.6564,0.9635
-0.2672,1.5392,-0.3745,1.7543,-0.1787,-0.2333,-0.6952,-0.9899,0.0807,0.2143,0.9454,-0.1905,0.7493,0.7301,-0.9166,-0.8749,-0.466,-0.4528,0.7153,0.9924
-0.1481,0.9617,-0.7367,1.7108,-0.5444,-0.8317,-0.9469,-0.8062,0.0801,-0.3157,0.9549,-0.2363,1.0144,0.6838,-0.5716,-0.416,-0.4227,0.2883,0.6339,0.6269
0.1701,0.2411,-0.6393,1.9547,-1.1457,-0.6046,-1.1298,-0.7532,0.3489,-0.3126,0.9468,-0.2078,0.659,0.4173,-0.82,-0.023,-1.2266,0.5733,0.6426,1.0609
0.0297,0.1674,-0.2301,1.7514,-1.724,-0.4428,-1.5217,-0.5425,0.3924,-0.6752,0.0234,-0.3611,1.018,0.0004,-0.9384,0.2882,-0.4992,0.868,1.0112,0.8463
-0.0363,-0.3184,0.7877,0.909,-2.12,0.0162,-1.8541,0.0729,0.3701,-0.3327,-0.4021,-1.0007,0.5597,-0.5425,-1.4,-0.2637,0.0804,0.9499,1.0813,-0.1559
-0.2222,0.4468,0.7943,0.0463,-0.9788,0.593,-1.0676,-0.3396,-0.0746,-0.1561,-0.6842,-0.6687,0.6672,-0.7169,-1.5434,-0.2659,1.2419,0.3698,0.2516,0.2255
-0.183,0.093,1.2737,0.3775,-0.8677,0.6519,-1.2193,-0.1527,-0.3546,0.2475,-0.3495,-0.72,0.5011,-0.4098,-1.407,-0.9555,0.3808,-0.1485,0.4173,0.2324
-0.3937,0.1122,0.5372,0.2102,-0.1426,0.4104,-1.1412,-0.3193,-0.1985,0.4746,-0.7169,-0.7697,0.4078,-0.5,-1.1665,-0.729,0.6602,-0.6422,0.5783,0.2708
-0.521,0.3994,0.064,0.2944,0.1586,0.3453,-0.816,-0.6459,0.0295,0.5449,-0.643,-0.603,0.2741,0.2152,-0.6502,-0.8109,1.1851,-1.1212,0.3321,0.6899
-0.3296,0.4263,0.1813,-0.017,0.5031,0.3194,-0.4836,-0.0925,0.0049,0.4452,-1.1294,-0.9911,0.2191,0.2909,-0.7739,-0.62,0.9828,-0.3202,0.1341,0.6701
0.1394,0.1327,0.4966,0.0114,0.3356,-0.1421,-0.2062,-0.8134,-0.587,0.2824,-0.0065,-0.3296,0.4789,0.4507,-0.2844,-0.4909,0.7214,-1.2908,-0.4283,0.9547
0.0661,0.6061,0.3597,-0.0259,0.5565,-0.5201,-0.3219,-0.8249,-0.9011,0.2009,0.25,-0.138,0.3615,0.7707,-0.5025,-0.8831,0.7623,-1.1898,-0.3825,0.5873
0.0117,0.518,0.1092,0.5764,0.6451,-0.8426,-0.5736,-0.3459,-0.3765,0.196,0.0792,-0.1986,0.3996,1.0992,-0.0994,-1.0602,0.3372,-1.4339,-0.2671,0.2543
-0.0683,1.0073,-0.4165,0.4564,1.0725,-1.2603,-0.6279,-0.3699,0.199,-0.0485,-0.0765,-0.3345,0.6989,1.3415,0.1769,-0.8235,1.01,-0.8399,-0.7196,-0.0805
0.2649,0.3158,-0.2779,0.6916,0.9206,-0.9814,-0.4334,-0.2525,0.077,-0.1771,0.1833,0.0414,0.5829,1.0483,0.0749,-0.4801,0.7145,-0.4054,-0.6927,0.548
0.4161,0.4244,0.4199,0.4823,0.0096,-1.1211,-0.6205,-0.3657,-0.3672,-0.4676,-0.0731,-0.033,0.2328,0.4768,-0.1305,-0.6826,0.2434,-0.909,0.0025,1.7816
-0.0256,0.0003,0.227,0.6897,-0.5928,-0.841,-1.0825,-0.0247,0.1746,-0.6808,-0.1017,-0.2376,0.7934,0.4416,-0.1027,-0.4936,0.0578,-0.2696,0.0898,0.8416
0.0239,0.108,0.1312,0.4125,-0.8148,-0.3272,-1.1921,-0.0459,-0.0886,-0.0722,-0.7861,-0.2383,0.6569,0.1705,-0.6376,-0.32,0.2739,-0.5557,0.2038,0.9135
-0.2181,0.4139,0.2114,0.1722,-0.6575,-0.1329,-1.438,-0.2904,0.0005,-0.0076,-0.8903,-0.2336,1.447,0.2066,-0.6822,-0.697,0.8609,-0.031,-0.1985,0.7622
-0.0699,0.4616,0.6105,-0.0448,-0.6389,-0.0905,-1.277,-0.1852,0.9613,0.2336,-0.9279,-0.191,1.285,-0.0283,-0.7678,-0.8738,1.4823,0.1504,-0.1349,0.018
0.1392,-0.0022,1.1694,-0.8206,0.0229,0.2613,-0.5338,0.1234,0.5957,-0.2847,-1.2699,-0.4497,0.8991,-0.0966,-0.6368,-0.6157,1.2224,0.2172,-0.3734,0.5728
0.4194,-0.4286,2.2232,-0.8545,-0.4507,0.6369,-0.5208,-0.0048,0.2803,-0.2707,-1.2455,-0.8203,0.5574,-0.7022,-0.7079,-0.9374,1.2992,0.0059,-0.5162,0.1953
0.3437,-0.354,1.6227,-1.4907,0.3624,1.0465,0.0596,-0.3708,-0.1732,0.0055,-1.3567,-0.7696,0.5463,-0.433,-0.8996,-1.067,1.2724,-0.3184,-0.8831,0.2077
0.3508,0.4968,1.2758,-0.9322,0.9848,0.4809,0.5347,-0.4769,-0.6362,0.0228,-0.6875,-0.4474,0.6003,0.1029,-0.5562,-0.7065,1.6057,-0.8612,-0.937,0.0563
0.1569,0.5025,1.2626,-0.7142,1.2173,-0.2866,0.439,-0.4455,-0.274,0.7805,-0.4218,-0.4149,0.3065,0.399,-0.1946,-1.48,0.9679,-1.3696,-0.7581,0.7166
0.1882,0.726,0.6078,-0.6058,1.388,-0.2771,0.4759,-0.9457,-0.5972,0.6175,-0.4827,-0.2993,0.5213,0.3192,0.1921,-1.1383,0.5697,-1.6892,-0.6749,0.7744
0.0234,0.8433,-0.0366,-0.0264,1.3131,-0.3648,0.5257,-0.7991,-0.4724,0.487,-0.2948,-0.143,0.87,0.7112,0.2612,-0.726,0.2654,-1.0621,-0.5162,1.2004
0.4121,0.3888,-0.578,0.4112,0.4489,-0.5592,-0.0798,-0.5828,-0.4,0.1201,0.048,0.0893,1.131,0.547,0.1178,0.0258,0.5627,-0.3818,-0.1212,0.7045
0.26,0.4322,-0.3054,0.5654,0.1997,-0.3932,-0.3352,-0.3767,-0.0848,-0.1224,-0.2052,-0.1054,0.652,0.6632,-0.0546,-0.3821,0.6086,0.2579,-0.165,0.0955
0.5929,0.3291,-0.0555,0.8748,0.069,0.1342,-0.3372,-0.0265,-0.419,-0.2455,-0.0165,-0.171,0.6485,0.7334,-0.6069,-0.3436,0.8806,0.2617,-0.0247,0.4178
0.4499,0.2054,0.3261,0.2252,-0.0391,0.0204,-0.4659,-0.5363,-0.3982,0.3573,-0.0398,0.0537,0.7914,0.2401,-0.6549,-1.126,0.7703,-0.768,-0.0465,0.5803
0.1929,0.4522,0.2829,0.4256,-0.0543,-0.3621,-0.6994,-0.332,-0.0454,0.1046,0.1659,-0.2539,0.6631,-0.2813,-0.389,-1.1891,-0.1874,-1.0409,0.7684,1.0118
0.0547,0.6492,0.0943,0.3252,0.0066,0.4552,-0.9065,-0.1449,0.2094,0.0373,-0.6746,-0.8337,0.6235,0.0303,-0.7272,-0.745,0.1646,0.0782,0.6867,0.9382
0.2942,-0.0493,0.4969,0.535,-0.8681,0.7441,-1.0599,-0.6939,0.03,-0.4982,-1.0808,-1.1402,0.6725,-0.3756,-0.7672,-0.8257,0.3715,0.4565,0.9056,0.7056
0.5805,0.015,0.32,-0.5836,-0.3663,1.0414,-0.5082,-0.2732,-1.3764,-0.1944,-0.3543,-0.6743,0.6943,0.1081,-1.0786,-0.2297,0.9921,0.0731,0.3026,0.82
