x0,x1,x2,x3,x4
-0.0775,0.5105,-0.7583,-0.6921,0.233
-0.1801,0.3088,-0.7191,-0.6739,0.5055
-0.1509,-0.0098,-0.9565,-0.3918,0.7486
0.0505,-0.3619,-1.0273,-0.2919,0.8004
-0.5145,-0.3435,-0.8196,-0.2147,0.5985
-0.184,0.0856,-0.4464,-0.2791,0.6923
-0.3395,-0.1639,-0.035,-0.0989,0.4127
-0.4527,-0.0636,-0.7504,-0.2371,0.1538
-0.4988,0.2156,-0.7763,-0.0807,0.3331
-0.382,0.289,-0.506,-0.525,0.2798
-0.7166,0.0955,-0.7555,-0.3223,0.1161
-0.5955,-0.3263,-0.3567,-0.3605,0.0915
-0.418,-0.4518,-0.5741,-0.3896,0.0411
-0.4158,-0.7928,-0.7629,-0.435,0.488
-0.1301,-0.5412,-0.8562,-0.6442,0.4937
-0.1795,-0.2689,-0.8913,-0.575,0.3463
-0.1615,0.5607,-0.6887,-0.5667,0.4824
-0.1036,-0.0935,-0.7197,-0.4135,0.5531
0.0315,-0.17,-1.0716,-0.5299,0.2886
0.0524,-0.1964,-0.9178,-0.3387,0.7065
-0.1003,0.0403,-0.8693,-0.3428,1.118
-0.0236,-0.3012,-0.9915,-0.3468,0.6614
-0.2356,-0.4206,-1.0232,-0.295,0.2885
-0.5399,-0.435,-0.9275,-0.4094,-0.1667
-0.5012,-0.4805,-1.0717,-0.4599,0.0265
-0.2859,-0.5085,-1.2578,-0.3507,0.3126
-0.2436,-0.2268,-1.3352,-0.5026,0.3044
0.1531,0.2011,-0.9885,-0.4746,0.2055
0.114,0.0089,-0.9138,-0.6149,0.3983
0.0959,0.4383,-1.007,-0.4697,-0.7539
0.0443,-0.3266,-1.1496,-0.8239,-0.4244
0.039,-0.0755,-1.2972,-0.7166,0.0691
-0.2583,0.1753,-2.0894,-0.5065,0.3823
-0.199,-0.1324,-1.7141,-0.4892,0.589
-0.2679,-0.0132,-1.5219,-0.5523,0.5778
-0.5134,0.2331,-1.5399,-0.3156,0.6556
-0.6999,0.3133,-1.1834,-0.0734,0.8523
-0.8527,0.0186,-0.7074,-0.1029,0.4269
-0.7458,-0.194,-0.9183,-0.4031,0.2445
-0.3883,-0.3437,-1.3585,-0.0815,0.5091
-0.3772,-0.425,-1.4124,-0.3977,0.4473
-0.312,-0.4942,-1.3167,-0.3964,0.7181
-0.2583,-0.5702,-1.2014,-0.46,0.2832
-0.2495,-0.3179,-1.1406,-0.3555,0.2684
-0.2264,-0.5149,-1.3521,-0.0503,0.3006
-0.3796,-0.5992,-0.7775,-0.2531,0.585
-0.5278,0.163,-0.8748,-0.0587,0.5582
-0.5765,0.0808,-0.8795,-0.1251,0.5842
-0.292,-0.2473,-0.8547,-0.1957,0.3349
-0.2402,-0.2662,-0.9962,-0.1267,0.211
-0.2246,-0.3679,-1.6384,-0.3265,0.4631
0.1046,0.0819,-1.9818,-0.2001,0.5764
-0.1895,0.2471,-1.4972,0.0315,0.4938
-0.1197,0.2161,-1.6613,-0.0247,0.5042
-0.5355,0.4544,-1.3215,0.0266,1.0118
-0.6505,0.1467,-1.1114,0.3398,1.0137
-0.6532,0.1442,-1.0975,0.2469,0.8119
-0.6161,-0.2048,-0.8191,0.467,0.8106
-0.7835,-0.5227,-0.6804,0.1468,0.3496
-0.7917,0.2448,-1.0234,0.1858,0.4396
-0.3848,-0.3296,-1.08,0.0296,0.3769
-0.4562,-0.5886,-0.7327,-0.2723,0.4928
-0.2209,-0.2967,-0.8099,-0.3737,0.3329
-0.1092,-0.3854,-0.9737,-0.2381,0.2018
-0.3897,-0.3097,-1.066,0.0435,0.5227
-0.3953,-0.3365,-0.838,-0.2281,0.4456
-0.1927,-0.238,-0.6863,-0.0544,0.1623
-0.093,-0.0688,-0.8485,-0.0194,0.5302
-0.0878,-0.0203,-1.22,0.0652,0.435
-0.196,0.4057,-1.147,0.036,0.417
0.0483,1.1246,-0.7043,0.268,0.3889
-0.163,0.6698,-0.9981,0.0841,0.4395
-0.3677,0.6706,-1.0678,0.1026,0.4645
-0.4612,0.312,-0.7119,0.0151,0.4749
-0.1813,0.3536,-0.7723,0.2978,-0.0779
-0.1308,0.1148,-0.6428,0.1497,0.0548
0.0519,0.2501,-0.866,-0.0769,0.4425
0.1342,-0.5801,-1.0166,-0.0314,0.542
0.1348,-0.1703,-1.098,-0.2005,0.3905
0.3139,0.2972,-1.4026,-0.1108,0.5541
0.1781,0.3783,-1.1673,0.3331,0.7023
-0.5651,0.1156,-0.8056,0.3244,0.6147
-0.2839,0.5303,-0.3556,0.4896,0.4574
-0.2932,0.3435,-1.6213,0.3751,0.1118
-0.1011,0.51,-1.2259,0.4202,0.9401
-0.1139,0.2346,-0.7417,0.4266,0.5435
-0.1647,0.0417,-0.0523,0.1093,0.0957
-0.0301,0.8314,-0.4236,0.1327,-0.0791
-0.2633,0.4487,-0.802,-0.204,0.2055
-0.3184,0.5317,-0.9372,-0.341,0.2171
-0.0828,0.4042,-1.2038,-0.2381,0.2306
0.0645,1.109,-1.3947,-1.0647,0.8665
0.2132,1.2966,-1.3233,-0.5801,0.6356
0.3628,1.6758,-1.3341,-0.5132,0.7781
0.314,1.4721,-0.8973,-0.2865,0.8781
0.151,1.0219,-1.0466,-0.0624,0.6025
-0.0764,0.8527,-0.6483,-0.2259,0.605
-0.1329,0.8516,-0.7082,-0.1925,0.3124
-0.1887,0.9034,-0.7885,-0.177,-0.1403
-0.1212,0.527,-0.7391,-0.3907,0.2813
-0.0124,0.5734,-0.9409,-0.0997,0.2255
-0.0154,0.5202,-0.818,-0.1156,0.3279
-0.1672,-0.0039,-0.8907,-0.2078,0.6642
-0.0468,0.4014,-0.8916,-0.3097,0.8774
0.1097,0.2259,-1.412,-0.3426,0.6444
-0.0753,0.3535,-1.1786,-0.0372,0.589
-0.0396,-0.014,-1.0377,-0.2085,0.7775
-0.2536,0.249,-1.0586,-0.0704,1.0809
-0.3312,0.0833,-0.5747,-0.0286,0.5324
-0.1607,0.9908,-0.5567,-0.2338,0.617
-0.1215,0.8904,-0.6099,0.0003,-0.1295
0.627,0.589,-0.7504,-0.3105,0.1721
0.3136,0.6074,-1.0534,-0.244,0.1875
0.0819,0.4213,-0.9564,-0.3061,0.2119
0.071,0.5255,-0.7422,-0.5429,-0.2165
0.0395,0.3463,-0.9838,-0.3242,-0.0282
-0.0303,0.6615,-0.9756,-0.2952,0.0296
-0.0906,1.0137,-0.9753,0.1709,0.3119
-0.2217,0.0974,-0.6332,0.3744,0.2919
-0.1354,-0.1434,-1.1266,0.198,0.5251
-0.203,-0.1618,-1.0666,0.0252,0.4426
-0.2241,-0.2244,-0.8911,0.0163,0.3009
0.0618,-0.2287,-1.1208,-0.1915,-0.1604
0.027,-0.7235,-1.2888,-0.1541,0.2567
0.208,-0.5382,-1.1661,-0.1999,0.7595
0.5958,-0.1528,-1.5068,-0.3269,0.662
0.2629,-0.0993,-1.1194,-0.3886,0.4713
0.0765,0.0864,-1.3201,-0.3141,0.8774
-0.389,0.105,-0.9491,0.0347,0.693
-0.3002,0.2029,-1.5688,0.215,0.5741
-0.2594,-0.0824,-1.1382,0.25,0.7225
-0.6266,-0.4737,-0.3103,0.1885,0.5034
-0.5564,0.2218,-0.615,0.5384,0.2076
-0.5848,0.1451,-0.8951,0.3942,0.1243
-0.1731,-0.2277,0.0547,0.2947,0.0779
-0.5501,-0.679,-0.1379,0.5863,-0.0931
-0.7011,-0.756,-0.2919,0.3345,-0.5158
-0.6422,-0.3303,-0.0614,0.2548,-0.1796
-0.5102,-0.5835,-0.2318,0.0986,-0.0638
-0.4262,-0.4695,-1.0989,0.051,-0.0199
-0.2252,-0.3702,-0.8523,0.0892,-0.2363
-0.1414,-0.5544,-0.8471,0.0637,0.088
0.0775,-0.5055,-0.7014,-0.1739,0.127
-0.102,-0.4556,-0.739,0.1761,-0.0621
-0.1747,-0.332,-0.5702,0.0219,0.2251
-0.1465,-0.5782,-0.5226,0.0217,-0.0238
-0.2921,-0.5465,-0.382,0.0159,0.2586
-0.2067,-0.653,-0.3635,-0.6051,0.0235
-0.1452,-0.5613,-0.7602,-0.176,0.183
-0.1106,-0.479,-0.5867,-0.118,-0.0778
-0.3448,-0.5828,-0.3699,-0.2192,0.5706
-0.3898,-0.5906,-0.1753,0.2467,0.3086
-0.4787,-0.4387,-0.0613,0.1713,0.3417
-0.5299,-0.5064,-0.1678,-0.1046,-0.2365
-0.3856,-0.2112,-0.2309,-0.2548,-0.2129
-0.4753,-0.1719,-0.5451,-0.1649,-0.3815
-0.4572,-0.3071,-0.8022,0.069,0.1245
-0.3444,-0.2902,-0.4669,-0.1525,1.0183
-0.2042,-0.2682,-0.175,0.3492,0.3938
-0.1279,-0.6693,-0.2503,0.0661,0.1853
-0.3869,-0.4635,-0.4601,-0.1011,0.7334
-0.2963,-0.7136,-0.9747,0.0704,0.3939
-0.7243,-0.6327,-0.3713,-0.063,0.6011
-0.5811,-0.5521,-0.0479,0.3094,0.346
-0.5317,-0.6422,-0.1064,0.3349,0.0067
-0.4067,-0.6759,0.0371,0.2413,-0.1294
-0.5678,-0.5399,-0.0575,0.2756,-0.1879
-0.5404,-0.3934,0.286,0.1577,-0.2614
-0.4897,-1.0813,0.0034,-0.0519,-0.3244
-0.4866,-1.012,0.0806,-0.0751,-0.0522
-0.1371,-0.4367,0.0958,-0.2374,-0.0578
-0.1754,0.2959,-0.1928,-0.1197,-0.0485
-0.2847,0.1092,-0.2796,-0.2206,0.0414
0.0085,0.6147,-0.2141,-0.0872,0.2143
-0.139,0.4255,-0.2364,0.0817,-0.0836
-0.0802,0.2559,-0.1983,0.0653,0.3039
-0.2549,-0.343,0.2835,-0.1176,0.1048
-0.1846,-0.391,-0.3679,-0.1453,-0.2809
-0.3047,-0.524,-0.319,-0.2459,-0.0228
-0.0715,-0.5492,-0.3475,-0.3492,0.0191
-0.1871,0.1659,-0.4713,-0.3569,1.0031
-0.29,0.7505,-0.9169,-0.1735,0.4432
-0.3467,0.3937,-0.7444,-0.4009,0.4395
-0.2962,-0.131,-0.957,-0.0557,0.4383
-0.4028,-0.6728,-0.549,-0.1762,0.6125
-0.6383,-0.5407,-0.3896,0.1638,0.7801
-0.5688,-0.6062,-0.3272,0.0108,0.4319
-0.4234,-0.37,-0.2257,-0.2964,0.6896
-0.3087,-0.1946,-0.3504,0.238,0.3973
-0.3283,-0.4311,-0.105,-0.1623,0.4024
-0.0464,-0.3074,0.4395,-0.1017,0.2368
-0.0883,-0.6653,0.4561,-0.3308,0.0945
-0.066,-0.2186,0.4131,-0.2864,-0.1648
-0.0071,-0.0164,0.2715,-0.6395,-0.0243
-0.111,0.766,0.0545,-0.5801,-0.2247
0.0859,0.664,-0.0666,-0.443,-0.1118
-0.0271,0.0079,-0.1843,-0.371,0.0276
0.201,0.325,-0.4145,-0.5334,-0.0744
0.0125,0.5175,-0.9462,-0.4468,0.5227
0.1304,0.7476,-0.4911,-0.4318,0.5537
0.1484,0.4902,-0.3389,-0.462,0.3284
0.1438,0.168,-0.4904,-0.5008,0.197
-0.1103,0.0278,-0.6035,-0.3815,0.1846
-0.1821,0.1469,-0.1477,-0.0502,0.536
-0.0101,0.056,-0.2568,-0.0961,0.3626
-0.1458,-0.3008,-0.434,-0.287,-0.0881
-0.1583,-0.2503,-0.184,-0.6056,0.1585
-0.1431,-0.192,-0.4897,-0.4495,0.3308
-0.0872,-0.5318,-0.0055,-0.1632,0.4369
0.0677,-0.0753,-0.1482,-0.2937,0.3834
0.1957,0.0121,-0.1342,-0.4221,0.1472
0.3811,-0.8872,-0.1851,-0.5342,0.4925
0.2763,0.3218,-0.0959,-0.1788,0.3755
0.0378,-0.1338,0.413,-0.1669,0.3009
-0.1695,-0.1182,0.5022,-0.3373,0.571
-0.401,-0.0841,0.2994,-0.4589,-0.125
-0.6167,0.0148,0.5696,-0.0018,0.0943
-0.5805,0.0888,0.7319,-0.4018,0.199
-0.5508,-0.4076,0.6435,-0.655,0.3901
-0.4173,0.0557,0.5777,-0.6344,0.1256
-0.3282,-0.2588,0.4636,-0.5487,0.266
-0.4218,-0.3349,0.4685,-0.5523,0.4768
-0.1167,-0.5546,0.2856,-0.53,0.7051
0.1027,-0.3242,-0.2012,-0.9403,0.6943
-0.0205,-0.0252,-0.436,-0.7495,0.6937
-0.0425,0.4972,-0.2919,-0.584,1.1102
-0.2502,0.4422,-0.2906,-0.3092,0.8706
-0.4096,0.0398,0.3991,-0.3278,0.8805
-0.4363,0.1243,0.7164,-0.5805,0.6345
-0.4446,0.4297,0.7582,-0.4829,0.1007
-0.3938,0.0832,0.948,-0.5203,0.2707
-0.5807,-0.0158,0.6207,-0.3386,0.2407
-0.5718,-0.183,1.0825,-0.4055,0.1231
-0.5411,0.2853,0.7451,-0.4615,-0.1211
-0.3849,0.2024,0.6089,-0.356,0.0469
-0.4056,0.1122,0.2981,-0.4359,-0.1217
-0.4478,0.5941,0.233,-0.5847,0.1174
-0.5275,0.4302,0.4102,-0.2516,0.8954
-0.4868,0.0411,-0.2305,-0.1801,0.4746
-0.6008,0.2819,-0.1862,-0.1412,0.5172
-0.7603,-0.2171,0.1295,-0.4262,0.8493
-0.9149,-0.356,-0.1047,-0.3184,1.0443
-0.8872,0.1152,0.3325,-0.2663,0.9268
-0.8458,0.1042,-0.0485,-0.71,0.3904
-0.7292,0.0339,-0.4869,-0.6583,0.1315
-0.5418,0.0517,-0.3136,-0.5029,0.6321
-0.7882,-0.2666,0.6334,-0.5832,0.8025
-0.7178,-0.1169,0.4901,-0.4525,0.4503
-0.7255,-0.1049,0.3573,-0.5752,0.468
-0.7636,-0.6713,0.7634,-0.7444,-0.0331
-0.4331,-0.3012,0.4097,-0.6913,-0.3514
-0.1626,0.1976,0.0452,-0.8762,0.0978
-0.4787,-0.1562,0.1729,-0.7524,0.4433
-0.849,-0.1721,0.4618,-0.7479,0.2377
-0.3433,-0.183,-0.1314,-1.1787,0.1215
-0.4824,-0.3068,-0.2859,-1.0563,0.0158
-0.6603,0.0932,-0.3194,-0.7396,0.4545
-0.2141,0.0425,-0.2081,-0.77,0.2793
-0.2122,0.1191,-0.121,-0.8488,0.2717
-0.2959,-0.1241,-0.0641,-0.7691,0.5244
0.0194,-0.0936,-0.0543,-0.722,0.4319
-0.243,-0.4488,-0.0903,-0.6925,0.3715
-0.2361,-0.7148,0.1731,-0.7281,0.564
-0.5,-0.2315,0.2285,-0.7389,0.3999
-0.4019,0.5614,0.6899,-0.6483,0.1397
-0.5445,0.1,0.5345,-0.4425,0.2929
-0.6745,-0.0231,0.6952,-0.6576,0.4997
-0.4886,0.1138,0.7034,-0.8257,0.0506
-0.4519,0.2988,0.2329,-0.7117,-0.2105
-0.7912,0.2748,0.2092,-0.4425,0.3654
-1.3324,0.1711,0.3035,-0.1986,0.2323
-1.3341,0.173,0.3056,-0.3643,0.1506
-1.0136,0.1979,0.4058,-0.3173,0.1733
-0.961,-0.0599,0.7562,-0.1625,0.1416
-1.1061,-0.1515,0.9309,-0.3201,-0.0091
-1.053,-0.1099,1.0144,-0.5575,-0.2349
-1.2161,-0.3087,0.9241,-0.267,-0.2525
-1.0436,-0.2826,1.1537,-0.2255,-0.2654
-1.0628,-0.0841,0.9685,-0.0973,-0.203
-0.8423,0.0355,0.924,-0.3844,-0.3428
-0.8503,-0.1898,0.9039,-0.3177,-0.1267
-0.5095,0.0215,0.6541,-0.2377,-0.0379
-0.7333,0.2458,0.5005,-0.0876,0.4
-0.8666,-0.0414,0.7206,-0.1416,-0.4775
-0.9065,0.1558,0.1641,-0.3858,-0.4792
-0.6968,0.0722,0.2871,-0.2418,0.21
-0.8923,-0.011,1.2324,-0.2948,0.2424
-0.9248,-0.0299,0.9263,-0.5057,-0.2275
-0.5463,0.0135,1.1467,-0.2328,-0.0997
-0.6209,0.108,0.8501,-0.6325,0.0756
-0.624,-0.0638,0.1329,-0.4821,-0.0185
-0.5471,0.1131,-0.0082,-0.0611,0.4329
-0.6546,-0.1124,0.3621,-0.0073,0.212
-0.4976,-0.3165,0.3098,0.0828,0.304
-0.5552,-0.2425,0.5518,-0.1638,0.2627
-0.7082,-0.1709,0.4393,-0.5709,0.1676
-0.4428,-0.1847,0.2523,-0.4771,0.1831
-0.335,-0.0957,-0.3221,-0.4777,0.3533
-0.4567,0.0034,0.3285,-0.3319,0.4167
-1.3018,0.0973,0.4462,-0.2057,0.1169
-1.089,0.1594,0.011,-0.2499,-0.061
-0.7923,0.0992,0.2205,-0.2129,0.1222
-0.6665,-0.4823,-0.1026,-0.3754,0.0069
-0.66,-1.4731,0.0729,-0.4781,0.751
-0.5314,-0.8618,0.0929,-0.4603,0.357
-0.3078,-0.8264,-0.7164,-0.1611,0.4286
-0.3947,-0.5616,-0.0412,-0.3165,0.5372
-0.3852,-0.4007,-0.2958,-0.5101,0.5799
0.0249,-0.5276,-0.0264,-0.5179,0.2754
-0.4176,-0.5628,-0.2721,-0.6372,0.4023
-0.318,-0.5162,-0.2943,-0.4452,0.3408
-0.3629,-0.0876,-0.0319,-0.3865,0.6037
-0.4497,0.1829,-0.1748,-0.458,0.2439
-0.2872,-0.1047,-0.3592,-0.1894,0.0871
-0.4694,-0.0149,-0.0823,-0.3426,0.1301
-0.3089,0.0074,-0.1783,-0.2365,0.4387
-0.5673,0.1441,0.2076,-0.3877,0.3822
-0.6345,-0.0336,0.0102,-0.3982,0.1395
-0.6794,0.5453,0.1624,-0.3721,0.3922
-0.6568,0.7215,0.3036,-0.5553,1.1719
-0.4569,-0.0167,-0.174,-0.1374,0.5147
-0.6191,-0.432,-0.5763,-0.1712,0.4199
-0.705,-0.5628,0.117,-0.4591,0.3713
-0.72,-0.8011,0.1822,-0.636,-0.1358
-0.0897,-0.8999,0.1129,-0.679,-0.5302
0.0152,0.0198,0.0262,-0.6281,-0.2288
-0.122,-0.1662,-0.0261,-0.6221,0.0318
-0.1662,0.2104,0.0891,-0.6267,0.1086
-0.147,0.2965,0.1139,-0.2144,0.1043
-0.0353,0.0375,0.1061,-0.7019,0.0404
0.0097,-0.0361,-0.1809,-0.568,-0.2054
-0.4808,0.1371,-0.1021,-0.4539,0.1172
-0.3613,0.015,0.2833,-0.3857,0.0648
-0.0621,0.5155,0.2854,-0.3035,-0.223
0.0106,0.2141,0.2861,-0.2114,0.0387
0.1613,-0.0612,0.2243,-0.3279,-0.1471
-0.2133,0.216,0.4023,-0.2171,-0.0979
-0.1197,0.0137,0.2012,-0.4324,-0.2583
0.0825,0.6299,0.162,-0.451,-0.1985
-0.0893,-0.0727,0.7042,-0.4954,-0.3108
-0.25,0.1293,-0.115,-0.1802,-0.4505
-0.0757,0.0216,-0.1578,-0.2791,0.0287
-0.266,-0.2309,-0.3271,0.1738,0.1795
-0.3426,-0.3381,0.2225,0.1439,-0.0391
-0.3384,-0.4427,0.5679,-0.1729,0.0339
-0.1476,-0.0297,0.6295,0.1134,0.1791
-0.1509,-0.0629,0.5669,-0.0849,0.0295
0.0181,-0.2625,0.0069,-0.0022,-0.1816
-0.1948,-0.1552,0.2038,-0.2251,0.0064
-0.3819,0.4122,-0.2295,-0.1621,0.0011
-0.2528,0.344,0.1282,0.2715,0.0481
0.147,-0.1077,0.6203,-0.0726,0.1993
0.2291,-0.0433,0.2884,-0.2719,-0.1854
0.3579,-0.2928,0.3282,-0.3318,0.2457
0.2257,-0.1041,0.3168,-0.586,0.1086
0.0975,-0.0179,0.3517,-0.3797,-0.1028
0.3162,-0.0296,0.4769,-0.4299,-0.4808
0.4464,0.6592,0.2947,-0.3653,-0.4828
0.2278,0.4603,0.434,-0.6187,-0.1432
0.0005,0.733,-0.0586,-0.3426,0.0104
0.1008,1.0005,0.1833,-0.195,-0.0506
0.1803,0.4099,0.4821,-0.3227,-0.3089
0.333,0.453,-0.0765,-0.5287,-0.4811
0.194,-0.0526,-0.0405,-0.6755,-0.021
0.4871,0.2641,-0.1686,-0.4468,-0.3425
0.7164,0.1282,0.5038,-0.5849,0.2835
0.8326,0.1296,0.0509,-0.9291,-0.0147
0.8363,0.452,0.0031,-0.406,0.1515
0.4176,0.4532,-0.4584,-0.2861,-0.0832
0.2992,0.1731,-0.0984,-0.3666,0.0946
0.5439,0.4292,-0.1511,-0.165,0.0278
0.4565,0.5902,0.0523,-0.236,-0.0023
0.5908,0.5627,-0.0964,-0.1625,-0.2785
0.3625,0.2938,0.3204,-0.4094,-0.6107
0.3224,-0.3583,0.0478,-0.4321,-0.4288
0.1428,-0.2298,-0.0041,-0.402,-0.0785
0.3983,0.3601,-0.41,-0.0768,0.0506
0.46,0.1239,-0.071,-0.4146,0.1366
0.6583,0.1276,-0.2182,-0.3382,-0.0006
0.1973,0.0788,0.2829,-0.348,0.0189
0.227,0.4792,-0.0195,-0.171,-0.2364
0.0868,-0.2097,0.0073,0.1528,0.7375
0.2639,-0.1216,0.0892,0.0344,0.2588
0.225,-0.0454,-0.0047,0.2761,0.1801
0.4451,0.024,0.2316,-0.1547,0.0744
0.6496,0.4416,-0.1042,-0.1047,0.3134
0.7207,-1.1524,0.0658,-0.0846,1.0243
0.5979,-0.7881,-0.1158,0.4756,0.5113
0.5086,-1.0002,-0.0241,0.38,-0.0358
0.5756,-0.2901,0.551,0.143,-0.0324
0.5404,-0.0963,0.1457,-0.2711,0.1392
0.4647,0.1044,-0.3442,-0.1815,-0.0529
0.8276,0.1684,-0.3419,-0.2482,-0.0272
1.1182,0.3043,-0.2091,-0.2087,0.1534
1.0161,0.1636,-0.2876,-0.1618,-0.0038
0.8783,0.1379,0.0006,-0.2189,0.6861
1.1458,0.6523,-0.2928,-0.3244,0.5212
1.0311,0.3704,-0.2236,-0.029,0.5153
0.8158,-0.0382,-0.1169,-0.5922,0.5226
0.8133,0.5539,-0.5398,-0.1161,0.4269
0.8227,-0.0573,-0.5786,-0.0997,0.6033
0.9811,-0.0658,-0.6781,0.0797,0.396
0.7312,-0.1648,-0.5143,0.2312,0.719
1.003,-0.2213,-0.169,-0.0779,0.6315
1.2229,0.1672,-0.6048,-0.3927,0.4024
1.1642,0.4427,-0.6533,-0.3886,0.6434
1.3809,1.1781,-0.7783,-0.1864,0.4781
1.0695,0.4406,-1.0532,-0.0953,0.8782
1.008,0.3546,-1.0152,-0.1367,1.06
0.9562,0.0382,-1.2122,-0.0287,0.7956
0.8683,-0.4398,-1.2152,-0.27,0.7961
1.0338,-0.0129,-1.0262,-0.1788,0.8544
0.8843,0.1271,-0.9542,-0.1472,0.9388
0.5319,0.3398,-0.7058,-0.0107,1.0649
0.7545,0.2856,-0.5757,-0.1559,0.6944
0.7692,0.2174,-0.443,0.1384,1.3322
0.6249,-0.2192,-0.495,0.1127,0.7527
0.2203,-0.3742,-0.0463,-0.1787,0.8623
0.3168,-0.1752,-0.5744,0.0264,0.5932
0.3316,-0.1944,-0.7731,-0.1404,0.8297
0.4212,0.4681,-0.1671,-0.1615,0.5352
0.3433,0.1534,-0.1138,0.1333,0.5121
0.4143,0.1109,-0.083,0.1731,0.6642
0.4825,-0.2895,-0.3459,0.6465,0.4623
0.1977,-0.6734,-0.0841,0.7726,0.5263
0.2015,-0.8179,0.0778,0.546,0.6286
0.1458,-0.5647,0.2218,0.1808,0.2894
-0.0326,-0.6205,0.2084,0.1283,0.5425
0.0445,-0.3787,0.1578,0.1307,0.4818
0.303,-0.604,-0.1134,0.1295,0.5045
0.3442,-0.4007,0.0056,-0.0012,0.5133
0.3071,-0.5171,-0.1756,-0.3362,0.2964
