x0,x1,x2,x3,x4
-0.0772,-0.2888,-0.3521,0.1657,-0.2645
-0.0587,0.2678,-0.5415,0.3149,-0.0377
-0.1298,0.1044,-0.6184,0.4939,0.0318
-0.2814,-0.0868,-0.4556,0.2791,0.2173
-0.3603,0.0687,-0.5336,0.3504,-0.003
-0.2257,0.0364,-0.5014,0.3213,0.2319
-0.4372,0.0915,-0.3612,0.1554,0.7581
-0.3387,0.21,-0.4213,0.4651,0.3655
-0.4937,-0.129,-0.2122,0.5591,0.3769
-0.2339,-0.3145,-0.2871,0.3074,0.4828
-0.0975,-0.0581,0.0408,0.2166,0.0906
-0.1692,0.1374,-0.1578,0.5023,0.2477
-0.1223,-0.2572,-0.1086,0.4856,0.0501
0.0329,-0.2088,-0.4461,0.4071,-0.3951
-0.1837,-0.3148,-0.5338,-0.0501,0.0666
-0.1514,-0.0438,-0.4784,0.0674,-0.0025
0.022,0.0166,-0.1584,0.544,-0.3892
-0.1574,-0.3368,-0.1577,0.6191,-0.3077
-0.2604,-0.5138,-0.2916,0.3839,0.089
-0.3487,-0.2811,-0.3975,0.182,0.1692
-0.6128,-0.2297,-0.3434,0.1436,0.0827
-0.0767,0.0891,-0.4949,0.2213,-0.0813
-0.151,0.2898,-0.8735,0.2697,0.6701
-0.1719,0.2484,-0.6947,0.3081,0.4013
-0.2026,0.0429,-0.8648,0.4756,0.3592
-0.0818,0.1938,-0.7064,0.3718,0.5721
0.0361,0.1862,-0.3216,0.3149,0.5924
0.0376,0.0476,-0.5367,0.1452,0.6097
0.0637,0.1124,-0.4997,0.2276,0.301
-0.0266,0.2049,-0.659,0.0803,0.4261
-0.2557,0.2974,-0.6271,0.1692,0.3243
-0.173,-0.2784,-0.4437,0.2738,-0.0832
-0.3418,-0.1127,-0.37,0.5577,0.2701
-0.4531,-0.3145,-0.0311,0.8613,-0.1048
-0.6177,0.0187,-0.1309,0.767,-0.1342
-0.6435,0.0394,0.495,0.5638,-0.2265
-0.5617,-0.0966,0.6936,0.5899,-0.01
-0.4325,0.1019,0.495,0.5058,-0.5044
-0.156,0.0684,0.1021,0.4102,-0.7339
-0.2508,-0.1678,-0.0313,0.3723,-0.6134
-0.2268,-0.0902,-0.1807,0.365,-0.1834
-0.2819,-0.1885,-0.0797,0.5539,0.6568
-0.2353,-0.3785,-0.1255,0.7031,0.1201
-0.3754,0.0966,-0.0522,0.6648,-0.0484
-0.418,0.1439,-0.5732,0.7121,0.7791
-0.555,0.2512,-0.273,0.3409,0.2454
-0.4275,0.3444,-0.2756,0.7671,0.2508
-0.4744,-0.2455,-0.1334,0.4905,0.1712
-0.4629,-0.4184,-0.1606,0.6031,-0.0331
-0.4251,0.0934,-0.2849,0.5886,0.0063
-0.4511,-0.1557,0.0184,0.1325,-0.3167
-0.4975,-0.2453,-0.0738,0.536,-0.4742
-0.5681,-0.1576,0.086,0.5115,-0.6241
-0.505,-0.1476,0.132,0.646,-0.5361
-0.562,-0.141,0.358,0.7211,-0.8367
-0.5442,-0.296,0.1756,0.546,-0.8711
-0.4744,-0.3162,0.2393,0.4819,-0.8563
-0.571,-0.2871,0.047,0.6483,-0.717
-1.1762,-0.4722,0.2023,0.5165,-1.065
-0.7398,-0.2078,0.154,0.3506,-1.0123
-0.5136,-0.2153,-0.1061,0.3735,-0.958
-0.4386,-0.0069,-0.206,0.522,0.0053
-0.4367,0.4187,-0.2367,0.4823,0.6008
-0.3888,-0.114,-0.1293,0.5841,0.1837
-0.3704,-0.398,0.0902,0.5038,-0.3546
-0.5766,-0.323,-0.0581,0.5476,-0.7292
-0.3938,-0.3453,-0.0863,0.5948,-0.7815
-1.2116,-0.6346,0.0735,0.8835,-0.6979
-0.9285,-0.5431,0.3002,0.5058,-0.1684
-0.8982,-0.3313,0.539,0.7249,-0.1973
-0.8037,-0.2273,0.4002,0.7111,-0.357
-0.886,-0.2281,0.389,0.7862,-0.5951
-0.8625,-0.1477,0.1617,0.6333,-0.2718
-0.8996,0.1586,0.1906,0.7957,-0.0993
-0.818,0.2602,-0.0522,0.5909,-0.0862
-0.8745,0.1357,0.0972,0.3673,-0.055
-0.7524,-0.0447,-0.2063,0.3913,0.057
-0.3298,0.1043,-0.0913,0.0876,-0.0649
-0.3101,0.123,-0.3164,0.398,0.1576
-0.4136,0.1584,-0.0832,0.414,0.4431
-0.6408,-0.1788,-0.2018,0.4402,0.5018
-0.6372,-0.6776,-0.0987,0.5831,-0.1909
-0.5104,-1.1097,-0.353,0.4809,-0.1415
-0.43,-0.6111,-0.4916,0.5503,-0.0933
-0.421,-0.4773,-0.5684,0.7556,0.1743
-0.5789,-0.2283,-0.2656,1.1066,0.3426
-0.7706,-0.4112,0.0646,0.6936,0.4737
-0.8329,-0.3516,-0.0544,0.385,0.1992
-0.7457,-0.3926,-0.1896,0.2992,0.03
-0.5724,-0.3911,-0.2834,0.3853,0.2971
-0.38,-0.2141,-0.284,0.0495,0.1873
-0.3408,-0.2162,-0.4163,0.194,0.261
-0.3643,-0.095,-0.6828,0.2691,0.2655
-0.5578,-0.3095,-0.4479,0.2308,0.2974
-0.6289,0.1028,-0.385,0.3811,0.5067
-0.5902,0.0826,-0.2193,0.6324,0.3063
-0.6731,0.0611,-0.2041,0.0631,0.4869
-0.7186,-0.0208,-0.709,0.3089,0.3406
-0.5679,-0.4193,-0.4056,0.4369,0.4105
-0.5691,-0.8716,-0.3347,0.3451,-0.0499
-0.7047,-0.6606,-0.3692,0.4352,0.367
-0.662,-0.3699,-0.3057,0.6973,0.2617
-0.8445,0.0892,-0.2812,0.6699,0.1713
-0.9372,-0.0994,-0.0726,0.4606,0.3033
-0.7896,-0.1709,-0.2509,0.6405,-0.2095
-0.6969,-0.2428,-0.1217,1.0475,0.1901
-0.9638,-0.4955,0.312,0.8762,-0.2579
-0.8437,-0.3514,0.2368,0.5565,-0.3875
-0.6836,-0.1454,-0.1173,0.5066,-0.5101
-0.0503,-0.0903,-0.3228,0.0313,-0.4951
-0.0526,0.3504,-0.385,0.2504,-0.0696
-0.2891,0.3473,-0.53,0.2122,-0.4343
-0.3934,0.4571,-0.1475,0.3059,-0.602
-0.309,0.4114,-0.3616,0.2473,0.3063
-0.5284,0.2384,-0.3901,0.3766,0.1771
-0.7072,-0.0241,-0.4389,0.4223,0.1143
-0.678,-0.02,-0.1949,0.1377,-0.1683
-0.6699,-0.1324,-0.2334,0.1373,-0.381
-0.5939,-0.0153,-0.4569,0.4105,-0.2375
-0.5882,0.0737,-0.5528,0.4624,-0.2833
-0.6449,0.0465,-0.7419,0.5652,0.0692
-0.6397,0.1643,-0.3835,0.6295,0.6183
-0.8147,-0.0528,-0.1886,0.454,-0.0209
-0.4858,-0.1386,-0.7485,0.5549,-0.1825
-0.6669,-0.3618,-0.5359,0.8424,-0.4746
-0.9848,-0.4826,-0.3369,0.6924,-0.1988
-1.1136,-0.0183,0.0659,0.8268,-0.3236
-1.034,-0.0291,0.1846,0.8825,-0.4636
-1.0462,-0.1292,0.4334,0.5607,-0.5571
-0.8365,-0.0245,-0.0113,0.5146,-0.8158
-0.6502,-0.1396,-0.4321,0.6687,-0.6476
-0.6916,-0.1601,-0.1624,0.6174,-0.5539
-0.7029,0.1126,-0.0148,0.4318,-0.4303
-0.2859,0.1169,-0.1929,0.5573,-0.6858
-0.4493,0.2947,-0.1361,0.5223,-0.1312
-0.5108,0.4191,-0.0649,0.4868,-0.4497
-0.765,0.3748,-0.2502,0.3121,-0.4807
-0.7473,0.0777,-0.6131,0.4597,-0.2018
-0.4825,0.6365,-0.5555,0.582,-0.1051
-0.7419,0.0377,-0.3798,0.5021,-0.3586
-0.9049,0.0118,-0.3084,0.6055,-0.2209
-0.9094,0.0525,-0.028,0.5961,-1.1397
-0.9437,-0.2368,-0.1641,0.7363,-0.7633
-1.0852,0.4321,-0.0755,0.5114,0.0592
-0.9316,0.2163,0.0034,0.559,-0.0902
-0.6479,0.4095,0.0893,0.5906,-0.4687
-0.807,0.0374,-0.0895,0.7127,0.0444
-1.1829,-0.0871,0.0825,0.8205,-0.0374
-1.3838,-0.2482,0.1771,0.6132,-0.2848
-1.2964,-0.3103,0.1976,0.7549,-0.3695
-1.3025,-0.177,0.3389,0.8462,-0.0981
-1.2179,-0.6097,0.4676,0.6423,0.0239
-1.1437,-0.3275,0.1277,0.7138,-0.3259
-1.0473,-0.1115,0.2172,0.8259,-0.4901
-0.7007,-0.4025,-0.0268,0.8467,0.0767
-0.8547,-0.2147,0.1228,0.704,0.8419
-0.9095,0.3088,-0.0178,0.7898,0.6206
-0.9112,0.3584,-0.0729,0.8548,0.2516
-1.2169,0.5204,0.135,0.7984,-0.2003
-1.0448,0.24,0.4449,0.0114,-0.0918
-0.7966,0.3784,0.0289,0.6969,-0.3064
-1.0618,-0.0552,0.2254,0.9899,0.241
-1.2137,-0.0837,0.1183,1.2105,-0.5321
-1.3229,-0.1282,0.6721,1.1612,-0.2651
-0.7881,-0.052,0.6928,0.9056,-0.4939
-0.8107,0.0317,0.5718,0.8462,-0.1622
-0.98,0.0282,0.5474,0.8486,-0.7386
-0.9883,-0.0896,0.4452,0.9561,-0.5648
-0.6954,0.0632,0.5057,0.9898,-0.1597
-0.7029,0.0918,0.5656,0.881,-0.4655
-0.6114,0.1685,0.4565,0.9832,-0.6442
-0.8878,-0.0379,0.3177,0.9409,-0.9683
-0.8787,0.2594,0.3053,1.2124,-0.8622
-1.0698,0.1333,0.3821,1.0223,-0.5055
-1.2046,0.054,0.4047,0.9329,-0.2464
-0.939,0.1839,0.3995,0.9213,-0.4327
-0.9162,0.3796,0.4451,0.9507,-0.3949
-1.1087,0.1173,0.7458,1.2472,-0.8551
-1.1764,-0.2105,0.9347,1.1529,-0.3885
-1.4138,-0.1276,1.0011,1.0839,-0.3328
-1.1007,-0.1569,0.8399,1.1258,-0.6549
-1.1972,-0.13,0.9087,1.1683,-0.5175
-1.1129,-0.5404,0.8688,1.0051,-0.0735
-0.8437,-0.3618,0.9759,0.7711,-0.3938
-1.3699,-0.1182,1.0731,0.9079,-0.8503
-1.0526,-0.2014,0.9291,1.1733,-1.5607
-1.0354,0.1014,1.0479,1.0797,-1.4166
-1.2002,0.0972,0.7885,0.9764,-0.9306
-1.0015,-0.2219,0.7085,0.8967,-0.9483
-0.9583,0.019,0.698,0.9602,-0.9285
-1.2039,-0.3125,0.9543,1.0049,-0.5669
-1.7095,-0.1998,1.1378,1.0124,-0.4469
-1.4113,-0.0421,1.2837,0.8726,-0.7085
-1.2216,-0.1112,1.1914,0.9509,-1.5743
-1.096,0.0025,1.0039,0.7962,-1.3669
-0.7311,0.1466,1.0111,0.6392,-2.1419
-0.7353,0.2834,0.7778,0.5814,-1.2547
-0.5056,0.1217,0.562,0.5272,-1.7062
-0.7204,0.1686,0.4745,0.796,-1.0731
-0.6867,-0.1137,0.3455,0.7591,-0.8678
-0.7156,0.2515,0.4219,0.8351,-0.1912
-0.5864,0.2653,0.533,0.8899,-0.6183
-0.796,0.2356,0.6022,1.0694,-0.7825
-0.8101,0.2207,0.7582,0.8955,-0.5623
-0.7061,0.3079,0.8246,0.8594,-0.4771
-0.7025,0.0724,1.0092,0.7954,-0.7236
-0.8932,0.0033,0.9822,0.9394,-0.6222
-0.7462,-0.1041,0.9995,0.8498,-0.4444
-0.6845,0.0133,0.8023,0.5118,-0.7578
-0.766,0.3402,0.5205,0.7429,-0.9078
-0.8577,0.4745,0.6381,0.7802,-0.4867
-0.8307,0.5716,0.72,0.9351,-0.5695
-0.8461,0.9145,0.9567,0.9079,-0.653
-0.7925,0.3961,1.0408,0.7856,-0.6807
-0.79,0.3313,1.1233,0.8207,-0.607
-0.7296,0.0922,1.0897,1.112,-0.7799
-0.6824,-0.1833,1.0925,0.8399,-0.8231
-0.8095,-0.2766,1.1414,0.6734,-1.28
-0.7527,-0.0948,1.1141,0.6213,-0.6893
-0.7379,0.2753,0.9459,0.7077,-1.07
-0.4794,0.4112,0.9202,0.5939,-1.1067
-0.6861,0.5324,1.0166,0.7529,-1.2666
-0.598,0.6524,1.0513,0.775,-1.3966
-0.7516,0.4251,0.9144,0.868,-1.1674
-0.7365,0.401,1.2722,0.7363,-0.825
-0.5754,0.2771,1.0554,0.7442,-1.8008
-0.6157,0.3888,0.863,0.6653,-1.586
-0.6511,-0.0219,0.8421,0.7037,-1.0843
-0.5946,0.1037,0.4713,0.5392,-0.8956
-0.5925,0.4281,0.4318,0.6455,-0.9906
-0.6667,0.5158,0.222,0.7201,-0.5614
-0.5829,0.128,0.4594,0.4946,-1.3992
-0.3909,0.1832,0.3733,0.4532,-1.3046
-0.4173,-0.1145,0.4521,0.5252,-1.0349
-0.277,-0.0377,0.4769,0.457,-0.6058
-0.5121,-0.0015,0.5568,0.7942,-1.0226
-0.574,0.0651,0.6854,0.6378,-0.9721
-0.5421,0.0449,0.371,0.4645,-0.7063
-0.4224,0.3582,0.3548,0.6785,-0.6453
-0.3903,0.2144,0.5868,0.69,-0.953
-0.5954,0.3768,0.3639,1.0481,-1.059
-0.5365,0.2165,0.3224,0.5681,-0.846
-0.7675,0.2026,0.3841,0.6813,-1.0664
-0.7664,0.0301,0.2787,0.6246,-0.6923
-0.9849,-0.2736,0.572,1.0051,-0.2842
-0.914,-0.0463,0.5675,0.7821,-0.3165
-1.0817,0.5215,0.6842,0.9092,-0.5723
-0.7219,0.2504,0.6316,1.177,-0.8648
-0.7956,-0.059,0.6334,0.9132,-0.9004
-0.7798,-0.1352,0.7573,0.7598,-1.1844
-0.8343,0.0464,0.6823,0.6608,-1.2471
-0.629,0.124,0.5274,0.6191,-0.6417
-0.2946,0.215,0.4707,0.5217,-0.723
-0.5693,0.3983,0.4226,0.7284,-0.7077
-0.4487,0.1131,0.2781,0.4871,-1.1182
-0.2984,0.0385,-0.4629,0.6507,-1.2005
-0.3472,0.0702,-0.0856,0.732,-0.4387
-0.3808,-0.0482,0.0837,0.9163,-0.6352
-0.4271,0.0675,0.1845,0.9458,-0.3438
-0.6066,-0.0049,0.2416,0.8817,-0.8173
-0.4461,-0.2465,0.2472,0.8119,-0.9697
-0.6583,-0.0982,0.2694,0.871,-0.7423
-0.5963,0.6358,0.354,0.804,-1.0598
-0.5486,0.5601,0.4988,0.7768,-0.7492
-0.5803,0.4643,0.4285,0.9201,-1.0365
-0.7027,0.8297,0.3525,0.9304,-0.7834
-0.5808,0.5081,0.1928,0.873,-0.1725
-0.7576,0.5488,0.312,1.026,-0.453
-0.6527,0.5505,0.4709,1.015,-0.2972
-0.5885,0.6028,0.5061,0.8056,-0.493
-0.6179,0.4486,0.5846,0.7048,-0.2373
-0.595,0.373,0.3685,1.0273,-0.6665
-0.77,-0.103,0.383,1.3875,-0.6316
-1.0674,-0.17,0.915,1.1422,-0.7829
-0.9858,0.0275,0.6938,0.982,-0.6206
-0.7576,0.2374,0.9164,1.1932,-0.4604
-0.9222,0.3313,0.9482,1.2604,-0.5908
-0.6925,0.4804,0.6513,0.7519,-0.9077
-0.6104,0.5148,0.5667,0.8206,-0.3973
-0.6075,0.7869,0.5074,0.7352,-0.3843
-0.4615,0.6994,0.4547,0.9624,-1.0007
-0.208,0.7434,0.3584,0.9713,-0.8578
-0.4009,0.4284,0.3731,0.6901,-0.8545
-0.2881,0.5234,0.2252,0.7523,-0.8436
-0.3674,0.4703,0.6183,0.7458,-0.3051
-0.4376,0.2694,0.5267,0.5619,-0.133
-0.4492,0.7244,0.5336,0.6296,-0.078
-0.4149,0.9206,0.6253,0.7109,0.0875
-0.3793,0.6376,0.527,0.7742,-0.4917
-0.5645,0.8791,0.7261,0.8693,-0.2539
-0.4728,0.5021,0.6788,0.7274,-0.6095
-0.4874,0.4365,0.6666,0.9537,-0.833
-0.4429,0.2947,0.6256,0.8115,-0.4014
-0.304,0.22,0.6275,0.8189,-0.1234
-0.4724,0.2228,0.4508,0.7257,-0.3293
-0.318,0.2245,0.3495,0.7762,-0.4795
-0.2929,0.232,0.7136,0.9134,-0.294
-0.4177,0.0025,0.716,0.865,-0.5203
-0.579,-0.1234,0.3978,0.954,-0.6315
-0.6234,-0.3291,0.4503,0.8135,-0.5655
-0.5123,-0.316,0.5682,0.6872,-0.0909
-0.6185,-0.1273,0.5731,0.7468,-0.4652
-0.3791,0.3632,0.5814,0.6783,-0.4184
-0.1947,0.623,0.4496,0.8086,-0.2998
-0.339,0.4306,0.8693,0.777,-0.1652
-0.7039,0.7328,1.199,0.7806,-0.2792
-0.5532,0.6947,1.4559,0.9889,0.1796
-0.358,0.2477,1.2271,0.8471,-0.2002
-0.4096,0.3492,1.0164,1.1008,-0.7123
-0.6104,0.0466,0.7075,0.9952,-0.6428
-0.5594,0.0019,0.8775,0.7475,-1.5531
-0.5926,0.1361,0.5369,0.8252,-1.1839
-0.3832,0.3687,0.5749,0.6472,-0.7214
-0.2054,0.5606,0.6026,0.6487,-0.2173
-0.3623,0.2821,0.4771,0.7733,-0.0877
-0.2212,-0.24,0.3752,0.8245,-0.0507
-0.0196,0.0074,0.3802,0.7899,0.2349
-0.3945,0.062,0.6657,1.0968,0.1645
-0.4348,0.2387,0.6736,1.1327,-0.6198
-0.3446,-0.0382,0.7916,1.1364,-0.2414
0.2943,-0.397,0.6044,1.0407,-0.2429
0.0823,-0.2007,0.6963,0.7669,0.1196
-0.3867,-0.0274,0.658,0.7308,0.0476
-0.5624,-0.0649,0.6023,1.1002,0.2638
-0.3796,0.2287,0.7335,0.9377,0.2344
-0.2443,0.3084,0.8248,0.9798,-0.0542
-0.3425,0.4901,0.8244,1.0747,-0.2
-0.4493,0.2942,0.5408,1.1739,-0.0953
-0.4267,0.1371,0.5043,1.1067,-0.6038
-0.3057,0.4963,0.3712,1.3533,-0.3261
-0.2366,0.3436,0.5071,0.7972,-0.1135
-0.2243,0.332,0.4502,0.9462,0.989
-0.1165,0.5157,0.4991,0.977,0.7241
-0.2801,0.3987,0.3152,1.0909,0.0787
0.02,0.2946,0.4667,1.139,0.0333
0.0315,-0.9462,0.6815,1.1802,0.0006
-0.0544,-0.2912,1.149,1.1579,-0.1792
-0.5816,-0.1387,1.1809,1.3175,0.0013
-0.7613,-0.1155,1.2617,1.5758,-0.3846
-0.7888,-0.04,1.3124,1.5182,-0.4185
-0.5352,-0.0703,1.2909,1.3154,-0.064
-0.2328,-0.3907,1.1793,1.8017,-0.8771
-0.3606,-0.5333,1.2224,1.449,-0.7584
-0.0821,-0.2916,0.9912,1.3687,0.0683
-0.177,-0.0457,0.9705,1.1744,0.5912
-0.2385,0.003,0.6259,1.2544,0.1983
0.054,0.1531,0.4868,1.3774,0.0186
-0.1988,0.2032,0.6287,1.4059,0.0143
-0.2833,-0.0887,0.9371,1.6135,-0.1678
-0.3369,-0.1947,0.973,1.3875,0.0319
-0.4506,0.079,0.9553,1.3447,-0.3928
-0.2782,-0.324,0.9205,1.2332,-0.3085
-0.2628,-0.2626,0.7343,1.389,-0.3936
-0.4766,-0.1138,0.9384,1.6368,-0.14
-0.5617,-0.3879,1.1897,1.117,-0.1462
-0.5058,-0.2329,1.2209,1.0712,-0.2218
-0.5312,-0.0092,0.9057,1.1283,-0.0164
-0.4695,-0.0227,0.9235,1.1748,-0.0866
-0.3914,1.1827,0.9001,1.4454,0.1255
-0.366,0.4835,1.1338,1.0238,-0.1428
-0.2734,0.0426,0.9904,0.8779,-0.3429
-0.1357,0.2487,0.8112,0.6581,-0.4546
-0.0576,-0.1569,0.5639,0.6175,-0.3074
0.1455,0.0262,0.7251,0.5344,0.3844
-0.0359,0.1504,0.3812,0.5866,0.2875
-0.1146,0.1773,0.1906,0.9394,0.0165
-0.3014,0.1926,0.3993,0.5873,-0.7432
-0.2475,0.3072,0.2482,0.8114,-0.9365
-0.1717,0.4095,0.5201,0.7842,-0.0616
-0.0812,0.1994,0.3733,0.6884,-0.0669
-0.2188,0.2571,0.2549,0.8478,-0.2302
-0.2616,0.2974,0.4467,0.826,0.1448
-0.2451,0.3418,0.5562,0.9616,0.054
-0.3842,0.3916,0.6734,0.7584,-0.6041
-0.2109,0.3761,0.4851,0.8142,-0.5956
-0.2534,0.4351,0.3663,0.8238,-0.3738
0.0092,0.1381,0.5111,0.7375,-0.2183
-0.1541,-0.3344,0.4605,0.5688,0.3205
-0.0078,-0.1239,0.4041,0.6942,0.2897
-0.2556,0.2984,0.5296,0.7412,0.2174
-0.4424,0.3423,0.4643,0.936,-0.2585
-0.2996,0.2275,0.4574,1.3496,0.1128
-0.3832,0.2205,0.9915,0.9037,-0.0819
-0.3538,0.2806,0.8088,1.0068,-0.4041
0.1018,0.4395,0.5595,0.786,-0.8344
-0.0824,0.4459,0.1152,0.7561,-0.4423
-0.1192,0.4338,0.2279,0.9815,0.0319
-0.3016,0.4692,0.1042,0.9126,0.3713
-0.237,0.273,0.2248,0.2944,-0.1278
-0.2147,0.231,0.2154,0.5799,-0.0501
-0.2574,0.4516,0.3792,0.4074,-0.5004
-0.2564,0.2671,0.3244,0.5391,-0.0096
-0.2347,0.1293,0.3968,0.5697,-0.5771
-0.1981,0.1203,0.3659,0.3547,-0.399
0.4297,0.1859,0.1332,-0.0848,-0.6362
0.4372,0.1448,-0.0533,-0.1141,-0.4738
0.3849,0.7589,-0.2742,-0.1651,-0.0939
0.2728,0.7103,-0.1745,0.153,-0.0175
0.0486,0.9232,-0.2088,0.3731,-0.4129
-0.2966,0.6034,-0.0181,0.256,0.041
-0.024,0.1546,-0.1123,0.3877,0.6179
-0.0515,0.4923,0.0316,0.525,0.8105
-0.0579,0.5141,-0.1526,0.7918,0.4105
-0.2105,0.2359,0.2224,0.7609,0.2484
-0.2958,-0.0194,0.2526,0.5247,0.3248
-0.3116,0.0836,0.3871,0.4229,0.1102
-0.4333,0.3387,0.2104,0.6412,0.0553
-0.3222,0.5553,0.0049,0.6489,0.0231
-0.1523,0.1182,-0.0548,0.6474,-0.0539
-0.142,0.1569,0.0509,0.7764,0.0461
-0.1659,0.0858,0.2448,0.6261,-0.1152
-0.2057,0.1753,0.7245,0.5175,-0.1098
-0.1556,0.4795,0.6672,0.6254,-0.427
-0.262,0.796,0.5932,0.7226,-0.5347
-0.3526,0.4624,0.5636,1.2708,-0.2493
-0.6344,0.2019,0.4067,1.1063,-0.047
-0.5472,-0.0523,0.5622,0.8954,0.4571
-0.3924,0.1953,0.478,0.7878,-0.0467
-0.5119,0.0318,0.4951,0.9291,-0.3252
-0.2386,0.2035,0.3984,0.8488,0.0705
-0.3463,0.5496,0.5221,0.7304,-0.2389
-0.4828,0.4265,0.2766,0.7727,0.3993
-0.2794,0.5402,0.0776,0.666,0.0473
-0.2578,0.2831,0.257,0.8969,0.0414
-0.3212,0.6603,0.408,0.7593,-0.5451
-0.6128,0.4385,0.4245,1.1135,-0.4708
-0.595,0.5415,0.5335,0.9339,-0.3994
-0.5569,0.6247,0.4477,0.5869,-0.585
-0.292,0.5172,0.2616,0.7858,0.1094
-0.1948,0.2449,0.1705,0.7819,-0.0227
-0.2056,0.2057,0.1482,0.669,-0.4962
-0.0273,0.2265,-0.0727,0.5014,-0.4147
0.0023,0.5061,-0.1287,0.5266,-0.1509
-0.3236,0.5286,0.0923,0.8416,-0.1317
-0.3867,0.5139,0.3577,0.9572,0.1153
-0.4813,0.2682,0.5667,1.0032,0.0242
-0.7142,0.1351,0.4281,0.7424,-0.0906
-0.8204,0.1462,0.4392,0.8685,-0.6284
-0.6804,0.1521,0.4618,0.7647,-0.2621
-0.8784,0.2888,0.4676,1.085,0.0305
-0.981,0.2699,0.7373,1.0245,-0.124
-0.8524,0.2782,0.7355,1.02,-0.1582
-0.8142,0.1845,0.935,0.6046,-1.9849
-0.6274,0.6052,0.719,0.7808,-1.1145
-0.7829,0.5641,0.9066,0.4585,-0.9938
-0.5972,1.0658,0.1887,0.6625,-0.8133
-0.4509,0.8561,0.2513,0.7327,-0.3249
-0.6545,0.7899,0.1797,0.8679,-0.3837
-0.6604,0.5227,0.1632,0.8183,-0.0206
-0.4496,0.7472,0.3446,0.7555,-0.2604
-0.4807,0.8817,0.66,0.9334,-0.6287
-0.3845,0.479,0.346,0.6201,-0.6124
-0.456,0.5847,0.2093,0.5944,-0.4611
